frag	phylostrata	avg_mainAge
17_72302411_72320215	2	UC
17_72345887_72362085	6	EM
17_7238218_7247884	2	UC
17_72459055_72467818	9	EM
17_72524256_72528250	8	EM
17_7253060_7256843	6.5	EM
17_7256844_7280131	12	MM
17_72587862_72592928	8	EM
17_72619219_72623512	10	MM
17_72665757_72668011	4	EM
17_72738651_72762155	4.5	EM
17_72769612_72775423	1.5	UC
17_72854303_72859600	6	EM
17_72868354_72880676	3	UC
17_73007636_73009599	1	UC
17_73025537_73035095	2	UC
17_73040894_73046093	2.5	UC
17_7307124_7313440	3	UC
17_73149265_73172047	8	EM
17_73196130_73205218	2	UC
17_7321835_7334006	11	MM
17_73257236_73258180	1.5	UC
17_73258181_73293284	2.75	UC
17_7337174_7347465	9.5	EM
17_73397686_73404465	5	EM
17_73450230_73456104	2	UC
17_7347466_7356754	7	EM
17_73511025_73513684	4	EM
17_73513685_73523432	4	EM
17_73620723_73631978	8	EM
17_73662367_73666677	1.5	UC
17_73712282_73721037	7	EM
17_73746011_73769009	4	EM
17_73780341_73782213	2	UC
17_7381160_7390719	6.33333333333333	EM
17_73861050_73879549	10	MM
17_73902561_73905949	4	EM
17_73931626_73937359	5	EM
17_74067924_74075464	5.66666666666667	EM
17_74097321_74100639	2	UC
17_74130236_74145226	2.5	UC
17_74235711_74237435	2	UC
17_74260472_74262781	5	EM
17_74299402_74307849	4	EM
17_74360599_74376149	2	UC
17_74376451_74386025	3	UC
17_74442246_74450168	1.5	UC
17_7447343_7457281	8	EM
17_74508344_74527831	2	UC
17_74532820_74542789	2	UC
17_74543027_74556654	2	UC
17_7457282_7465523	8	EM
17_74636727_74640010	8	EM
17_7466839_7477837	4.5	EM
17_74712726_74723510	1	UC
17_74732058_74734453	2	UC
17_7477838_7486965	3.66666666666667	EM
17_74855727_74875300	8	EM
17_7486966_7495223	3.5	EM
17_7516998_7519187	6.5	EM
17_75275377_75282145	3	UC
17_75420227_75431898	3	UC
17_7587496_7590553	2	UC
17_7590554_7591125	3.5	EM
17_75998824_76000787	3	UC
17_7610316_7624302	2	UC
17_76109910_76128525	9	EM
17_76149646_76170639	4	EM
17_76176913_76183590	1	UC
17_76352548_76359450	8	EM
17_76374411_76388849	1	UC
17_76388850_76399089	1	UC
17_76565467_76577704	2	UC
17_76762219_76782124	4	EM
17_76834504_76837601	2	UC
17_76896321_76900367	12	MM
17_76973724_76979992	8	EM
17_77069844_77080675	1	UC
17_7742253_7749573	2	UC
17_7751467_7766812	4	EM
17_77748700_77761702	5	EM
17_77773717_77781746	6	EM
17_77811105_77828615	8	EM
17_7787163_7789924	2	UC
17_7807078_7810095	2	UC
17_78117793_78123747	1	UC
17_7821942_7836628	1.33333333333333	UC
17_78232010_78237256	5	EM
17_78446169_78465564	5	EM
17_78518325_78521074	2	UC
17_78958964_78971084	2	UC
17_7896232_7908641	4	EM
17_78997936_79010374	4	EM
17_79181247_79201043	2	UC
17_79206412_79213746	5.5	EM
17_7941173_7951495	2	UC
17_79477581_79481510	2	UC
17_79483447_79512651	3.5	EM
17_79512652_79521309	5	EM
17_79602822_79634923	5.2	EM
17_79649590_79651820	2	UC
17_79669645_79681007	1.5	UC
17_79848037_79871266	6.5	EM
17_79874964_79912534	5.33333333333333	EM
17_79933795_79937819	2	UC
17_79973854_79992219	2.25	UC
17_79993402_79998331	1	UC
17_80163951_80200826	3	UC
17_8020450_8023144	2	UC
17_80223633_80232928	2	UC
17_8026315_8030424	8	EM
17_80264557_80289386	11	MM
17_80289387_80297197	13	MM
17_80307309_80319807	12	MM
17_80324601_80357313	5	EM
17_80374400_80376929	3	UC
17_80407509_80409377	15	MM
17_80415327_80421115	1	UC
17_80465467_80481739	3	UC
17_80537131_80547051	3	UC
17_8057067_8060000	5	EM
17_8060001_8069788	2	UC
17_80600749_80618751	5	EM
17_80797580_80804435	8	EM
17_8090894_8094589	4	EM
17_8112194_8121469	2	UC
17_8121470_8135004	4	EM
17_8146139_8152723	2.5	UC
17_8161151_8198366	1.66666666666667	UC
17_8198367_8203571	2	UC
17_8208923_8219944	8	EM
17_8220854_8222465	8	EM
17_8242058_8248239	12	MM
17_8278830_8280494	6	EM
17_8298643_8303341	8	EM
17_8336430_8340420	3	UC
17_8400400_8421230	1	UC
17_8645439_8656702	2	UC
17_8660389_8662324	12	MM
17_879345_884620	2	UC
17_8866972_8873514	7	EM
17_8922388_8929635	4	EM
17_893240_904619	2	UC
17_9689180_9705590	8	EM
17_9804583_9815887	8	EM
18_10451214_10458306	5	EM
18_10523859_10529355	2	UC
18_11903910_11909706	2	UC
18_11970868_11983217	1	UC
18_12369217_12378670	1	UC
18_12400299_12409838	2	UC
18_12654588_12662119	7.66666666666667	EM
18_12701241_12703727	2	UC
18_12881722_12885322	8	EM
18_12946968_12962052	2	UC
18_12987613_12996545	4	EM
18_13216144_13218929	6	EM
18_13726551_13729803	4	EM
18_13816323_13833182	8	EM
18_13913138_13931082	5	EM
18_157533_166103	2	UC
18_18689637_18696479	5	EM
18_18817296_18825211	5	EM
18_19030470_19031206	5	EM
18_19179650_19181640	2	UC
18_19185730_19192898	2	UC
18_19275306_19287427	3	UC
18_19321119_19324978	5	EM
18_19745218_19754117	2	UC
18_20512255_20515475	4	EM
18_20711775_20717383	2	UC
18_21027989_21034021	4	EM
18_21071226_21086599	2	UC
18_21164335_21170935	2	UC
18_21234675_21243231	2	UC
18_22929075_22932889	6	EM
18_23668188_23673081	6	EM
18_23803089_23811792	8	EM
18_2571258_2573443	2	UC
18_2655350_2658797	5	EM
18_266478_271647	2	UC
18_2845960_2857529	8	EM
18_28736904_28745155	8	EM
18_28887905_28899449	8	EM
18_29011065_29031291	8	EM
18_29260862_29271664	8	EM
18_29511381_29521797	2	UC
18_29521798_29534636	2	UC
18_29585145_29602429	11	MM
18_29669601_29679757	4	EM
18_3007049_3015629	2	UC
18_30343576_30351087	13	MM
18_30351088_30356523	8	EM
18_3210222_3220746	7	EM
18_3237906_3251152	3	UC
18_32552274_32558726	2	UC
18_3260099_3263541	3	UC
18_32820132_32821580	10	MM
18_32868637_32871089	12	MM
18_32922178_32924718	11	MM
18_33075578_33080215	2	UC
18_33151430_33163446	2	UC
18_33708781_33713464	4	EM
18_33875642_33878927	4	EM
18_3406213_3416201	8	EM
18_35062396_35067382	2	UC
18_35143485_35163016	2	UC
18_39533936_39537538	2	UC
18_40857562_40859340	6	EM
18_42253582_42260652	8	EM
18_43278203_43307350	6	EM
18_43544125_43556514	4	EM
18_43682941_43684865	1.5	UC
18_43684866_43704654	2	UC
18_43753184_43760908	8	EM
18_44235794_44239626	2	UC
18_44495696_44498154	2	UC
18_44525954_44530962	2	UC
18_44670262_44680643	1	UC
18_44701306_44705925	2	UC
18_44770358_44777085	2	UC
18_45453551_45462028	5	EM
18_46474480_46477742	7	EM
18_46982904_46991552	2	UC
18_47010126_47013799	8	EM
18_47339155_47341273	1	UC
18_47791581_47793190	2	UC
18_47799466_47820187	6	EM
18_47895563_47903820	2	UC
18_48334773_48351784	10	MM
18_48722573_48727993	6	EM
18_51741457_51751405	4	EM
18_51793021_51798921	2	UC
18_51879224_51883090	7	EM
18_51883091_51886210	7.5	EM
18_52258275_52258488	11	MM
18_5294871_5297127	8	EM
18_53086510_53091505	4	EM
18_54317718_54318822	2	UC
18_55252357_55264046	1	UC
18_55710754_55712585	3	UC
18_56294517_56303293	8	EM
18_56336403_56349604	4	EM
18_56806204_56808887	1	UC
18_57357450_57365062	8	EM
18_57558248_57568316	15	MM
18_58039972_58044322	7	EM
18_5889616_5894476	8	EM
18_58989917_59003690	7	EM
18_59554986_59563229	8	EM
18_59852263_59856283	2	UC
18_60190231_60195341	8	EM
18_60378727_60393022	2	UC
18_60488852_60513017	2	UC
18_60982875_60990419	5	EM
18_61024899_61035528	1	UC
18_61086677_61093654	1	UC
18_61143017_61148782	9	EM
18_61561853_61565344	9	EM
18_61636346_61637819	11	MM
18_63416449_63420815	7	EM
18_6412874_6418400	4	EM
18_65178808_65185015	5	EM
18_66381885_66382825	4	EM
18_66401361_66402765	4	EM
18_67871441_67876672	4	EM
18_70211449_70215311	8	EM
18_70527245_70537177	8	EM
18_71812557_71815989	3.5	EM
18_71951773_71966214	2	UC
18_72162045_72169013	1	UC
18_72197975_72211327	1	UC
18_72342670_72343048	7	EM
18_74205983_74213153	8	EM
18_74835328_74850786	8	EM
18_77153598_77162557	8	EM
18_77421105_77447969	2	UC
18_77739898_77750207	2	UC
18_77789450_77794995	4	EM
18_77863651_77867865	5	EM
18_8600186_8624300	8	EM
18_9099721_9106373	1	UC
18_9136397_9137879	5	EM
18_9327494_9339267	6	EM
18_9612111_9619571	1	UC
18_9912357_9915758	2	UC
19_10043738_10049457	7	EM
19_10116136_10124738	1	UC
19_1017628_1022814	2	UC
19_10195234_10203903	8	EM
19_10203904_10215284	11	MM
19_10215285_10228244	2	UC
19_1022815_1036369	8	EM
19_10228245_10232980	2	UC
19_10305213_10307289	1	UC
19_10319223_10348941	1	UC
19_10360796_10381518	6.5	EM
19_1036370_1065922	4.5	EM
19_10397276_10399833	12	MM
19_10440403_10448787	8	EM
19_10482404_10497951	6	EM
19_10511971_10515730	2	UC
19_10516027_10539124	2	UC
19_10601003_10621346	6	EM
19_10626941_10636609	8	EM
19_10649808_10658649	2	UC
19_10658650_10666467	2	UC
19_10667442_10677259	2	UC
19_10677260_10686369	8	EM
19_10761038_10772955	8	EM
19_1086677_1112127	1	UC
19_10965689_10987411	2	UC
19_11290581_11313082	2	UC
19_11390733_11410259	12	MM
19_11480456_11485871	10	MM
19_11491212_11505032	8	EM
19_1155128_1228413	2	UC
19_11645937_11669455	5	EM
19_11669785_11670326	2	UC
19_11685539_11691178	2	UC
19_11843549_11851549	2	UC
19_11876907_11886891	2	UC
19_11959403_11960495	2	UC
19_12034069_12037543	2	UC
19_12145540_12153011	2	UC
19_12202316_12211784	15	MM
19_12262669_12269340	14	MM
19_12272849_12289102	2	UC
19_1232134_1263472	3.5	EM
19_12402097_12418237	2	UC
19_12430224_12446449	2	UC
19_12638223_12663303	2	UC
19_1266236_1283463	1	UC
19_12691443_12735904	2	UC
19_12775096_12792104	1.75	UC
19_12792105_12796900	1	UC
19_12813105_12820753	2	UC
19_12861475_12864111	2	UC
19_12878441_12909374	5	EM
19_12909375_12913329	1	UC
19_12914752_12918184	1	UC
19_12941050_12948279	6	EM
19_12948280_12957886	2	UC
19_12987022_12995232	2	UC
19_13027220_13031896	5	EM
19_13239860_13261441	9.33333333333333	EM
19_13874166_13898968	2	UC
19_1397247_1410177	3.5	EM
19_13983286_13993728	6	EM
19_14013857_14017734	8	EM
19_14062801_14073444	7	EM
19_14109471_14134900	3	UC
19_14134901_14170310	10	MM
19_14170311_14187744	10	MM
19_14196474_14223415	5	EM
19_14223416_14230957	2	UC
19_14247591_14250382	2	UC
19_1426729_1442088	2	UC
19_1442968_1471441	4	EM
19_14680644_14683995	2	UC
19_1477541_1498110	7.5	EM
19_14784169_14790075	6	EM
19_14800100_14801615	9	EM
19_15040290_15055564	10	MM
19_1508632_1520532	7	EM
19_15335031_15345796	6	EM
19_15440064_15464246	2	UC
19_15489199_15497116	10	MM
19_15586878_15594269	1	UC
19_1563742_1575810	8	EM
19_15746046_15753141	1	UC
19_16040193_16049891	1	UC
19_1611099_1617736	4	EM
19_16177711_16194816	1	UC
19_16282466_16302207	3.5	EM
19_16307321_16311522	2	UC
19_16433769_16439769	6	EM
19_1650905_1661304	4	EM
19_16663079_16684213	2	UC
19_17132173_17139024	6	EM
19_17400417_17414916	1	UC
19_1750423_1768538	6	EM
19_17516320_17523688	6	EM
19_17569886_17572543	8	EM
19_17632599_17635671	10	MM
19_17664165_17667249	4	EM
19_17792724_17806703	4	EM
19_17830057_17831283	8	EM
19_17886751_17909923	6	EM
19_17966010_17975619	2	UC
19_18041577_18063227	2	UC
19_1808658_1834492	2	UC
19_18104899_18112015	6	EM
19_18262718_18271346	4	EM
19_18279845_18292973	2	UC
19_18309766_18316600	4	EM
19_18358943_18372065	2	UC
19_18374329_18388711	12	MM
19_18390075_18415807	2	UC
19_1847648_1858037	2	UC
19_18507514_18525494	10	MM
19_18525495_18551020	2	UC
19_1858038_1871184	10	MM
19_18629337_18638027	6	EM
19_18666701_18673769	2	UC
19_18673770_18687137	2	UC
19_18698847_18709584	8	EM
19_18995014_19012668	5.33333333333333	EM
19_19018857_19039717	2	UC
19_19049011_19059112	8	EM
19_19143831_19146583	3.5	EM
19_19167773_19175675	2	UC
19_19243043_19252849	8	EM
19_19301033_19309326	8	EM
19_19468675_19498855	6	EM
19_19622779_19641050	8	EM
19_19643361_19670737	7	EM
19_19723517_19731455	12	MM
19_19731456_19773258	6	EM
19_19773634_19777922	2	UC
19_19777923_19787960	14	MM
19_19842583_19848488	2	UC
19_1998216_2019585	5	EM
19_2132391_2171187	2	UC
19_2228091_2235549	6	EM
19_2235550_2239499	4	EM
19_2245818_2249763	8	EM
19_2249764_2258754	9	EM
19_2277438_2286468	9	EM
19_2299803_2308624	8	EM
19_2325889_2329917	2	UC
19_2439031_2484587	4	EM
19_2700459_2705137	5	EM
19_2710651_2730719	6	EM
19_2738484_2743534	2	UC
19_2866699_2870118	14	MM
19_2943371_2947212	2	UC
19_29692857_29706826	1	UC
19_30096616_30097632	2	UC
19_30204826_30207454	5	EM
19_3027387_3052909	4	EM
19_30297006_30304135	4	EM
19_3059842_3068607	8	EM
19_3091303_3100666	4	EM
19_3128287_3153034	8	EM
19_3177264_3191482	5	EM
19_32829419_32840311	8	EM
19_32894797_32900565	5	EM
19_33164472_33168982	7	EM
19_33202872_33222871	6	EM
19_33458107_33464295	4	EM
19_33607043_33628739	4	EM
19_33861189_33869374	4	EM
19_33996295_34015230	1	UC
19_34739480_34747574	4	EM
19_34918172_34922510	2	UC
19_34966142_34980205	6	EM
19_3521302_3535887	2	UC
19_35400216_35420569	2	UC
19_35454269_35460674	12	MM
19_35517519_35522759	8	EM
19_35522760_35538586	7	EM
19_35605735_35607354	10	MM
19_35628459_35653696	8.66666666666667	EM
19_35718621_35726944	11	MM
19_35735664_35744702	8	EM
19_35751275_35764435	6	EM
19_35772213_35774696	8	EM
19_35803651_35823577	8	EM
19_35842125_35844059	11	MM
19_35845612_35854580	8	EM
19_35939222_35942261	8	EM
19_35986224_35997258	5.5	EM
19_35997259_36010865	1	UC
19_36020996_36026245	1	UC
19_36033658_36039398	2	UC
19_36047666_36057518	2	UC
19_36129427_36133886	12	MM
19_36133887_36148313	7	EM
19_36148314_36163036	8	EM
19_36200396_36204879	12	MM
19_36204880_36219241	1	UC
19_36230209_36240251	4	EM
19_3623552_3627359	2	UC
19_36243528_36257782	4	EM
19_36260287_36298051	5	EM
19_36342016_36345872	4	EM
19_36345873_36350135	10	MM
19_36350136_36363179	4.5	EM
19_36389676_36394337	10	MM
19_36397947_36403110	8	EM
19_36414293_36436085	8	EM
19_36482725_36487235	2	UC
19_36499432_36517749	3.5	EM
19_36519803_36528004	5	EM
19_36698998_36705754	2	UC
19_36728251_36741068	2	UC
19_3707959_3710776	4	EM
19_37094586_37099658	2	UC
19_37154837_37161431	2	UC
19_37340147_37341273	2	UC
19_37341541_37344128	2	UC
19_37403075_37411541	2	UC
19_37559825_37574381	2	UC
19_37662459_37664572	2	UC
19_37808353_37813887	12	MM
19_37856678_37863972	2	UC
19_37954790_37967084	2	UC
19_37996982_38004265	12	MM
19_38076198_38090398	2	UC
19_38143634_38157023	2	UC
19_38179545_38186658	8.5	EM
19_38209942_38213131	2	UC
19_38300900_38310090	2	UC
19_38390774_38412184	3.5	EM
19_3866553_3875638	2	UC
19_38743112_38754659	8	EM
19_38754701_38756181	8	EM
19_38789992_38797672	12	MM
19_38805927_38810012	2	UC
19_38810013_38828768	4	EM
19_38836784_38846791	5	EM
19_38864867_38875259	2	UC
19_38877104_38892680	11.5	MM
19_38892681_38904405	11	MM
19_38914618_38935602	4	EM
19_39109596_39116564	2	UC
19_39135953_39144510	2	UC
19_39201468_39237515	2	UC
19_39386897_39410411	2.66666666666667	UC
19_39414548_39424131	1	UC
19_3950593_3977142	8	EM
19_39515869_39527536	11	MM
19_39573814_39596841	1	UC
19_39611588_39617520	4	EM
19_39665467_39703284	6.66666666666667	EM
19_39786731_39793617	12	MM
19_39802314_39826840	5	EM
19_3980731_3984730	1	UC
19_39826841_39833433	3	UC
19_3984731_3993136	1	UC
19_39881125_39882082	3.5	EM
19_39895698_39908879	5	EM
19_39916353_39943699	6	EM
19_39962278_39986724	2	UC
19_39986725_39990679	8	EM
19_40022170_40029871	13	MM
19_40029872_40031214	5	EM
19_40224130_40232179	11	MM
19_40306505_40331462	1.5	UC
19_40335354_40339593	1	UC
19_40476388_40477998	2	UC
19_40502008_40507088	2	UC
19_40561671_40562844	2	UC
19_40596405_40597246	2	UC
19_4061869_4069569	8	EM
19_40714989_40724674	4	EM
19_40724675_40734172	8	EM
19_40766703_40796739	2	UC
19_40847407_40856807	3	UC
19_40885982_40902498	10	MM
19_40922411_40932184	10	MM
19_40932185_40952589	8	EM
19_40971173_40990772	2	UC
19_41063846_41085218	3.5	EM
19_41085219_41100976	6	EM
19_41201544_41215026	1	UC
19_4121257_4132217	2	UC
19_41254303_41256776	3.5	EM
19_41283567_41311975	8	EM
19_41491293_41497440	2	UC
19_4151586_4186618	4.66666666666667	EM
19_41620131_41626083	11	MM
19_41813422_41833239	2	UC
19_41851880_41861758	8	EM
19_41861759_41880241	2	UC
19_41899844_41909532	2	UC
19_41931018_41934840	11	MM
19_41946419_41963460	9.5	EM
19_42067130_42072031	12	MM
19_42186691_42192354	14	MM
19_42201846_42220082	11	MM
19_42259264_42264785	15	MM
19_42299648_42303322	15	MM
19_42338250_42353731	12	MM
19_42362412_42380784	1	UC
19_42380785_42381824	8	EM
19_42381825_42390707	8	EM
19_42420134_42455517	8	EM
19_42462449_42492001	2	UC
19_42492002_42510419	2	UC
19_42567778_42592370	5	EM
19_42628923_42637124	6	EM
19_42693183_42701975	6	EM
19_42712298_42725006	9.5	EM
19_42744674_42757044	8	EM
19_42757045_42760620	7	EM
19_42783123_42809789	6	EM
19_42825333_42835027	4	EM
19_42890785_42900071	2	UC
19_42920697_42933052	4	EM
19_42946052_42948307	12	MM
19_4294778_4320621	8	EM
19_43097066_43099579	12	MM
19_4378050_4404581	2	UC
19_43968749_43983241	10	MM
19_43992712_44015027	10	MM
19_44029449_44030093	12	MM
19_44030094_44040528	6.5	EM
19_44079353_44101072	8	EM
19_44136226_44145805	8	EM
19_44172804_44183039	8	EM
19_44211035_44226099	8	EM
19_44258490_44264782	2	UC
19_44278434_44291147	2	UC
19_44322341_44327405	11	MM
19_44327406_44333730	11	MM
19_44432897_44441724	2	UC
19_44529346_44530887	2	UC
19_44547500_44565913	2	UC
19_4455587_4467979	2	UC
19_44594366_44604509	2	UC
19_44616755_44621565	2	UC
19_44643003_44652487	2	UC
19_4467980_4480239	6	EM
19_44715761_44721443	2	UC
19_44753788_44756731	2	UC
19_44905427_44909149	12	MM
19_44947526_44958886	2	UC
19_44996138_45006146	2	UC
19_45242420_45289964	8.5	EM
19_45311297_45329820	8	EM
19_45344141_45360412	8	EM
19_45383338_45399112	5	EM
19_45403694_45414411	8	EM
19_45415407_45420277	11	MM
19_45432549_45455490	8	EM
19_45532271_45542963	4	EM
19_45549196_45565961	2	UC
19_45577644_45593887	2	UC
19_45643770_45680916	5.5	EM
19_45680917_45684308	7	EM
19_45736595_45742121	8	EM
19_45816814_45830524	1	UC
19_45903271_45910798	8	EM
19_45969661_45972347	6	EM
19_45981987_45998429	11	MM
19_45998430_46009501	11	MM
19_46009502_46011988	2	UC
19_46101199_46142066	4.66666666666667	EM
19_46142067_46144415	4	EM
19_46148198_46174178	6	EM
19_46174179_46186875	8	EM
19_46195332_46197001	2	UC
19_46230941_46234255	7	EM
19_46258116_46273312	8	EM
19_46281718_46292307	6.5	EM
19_46292308_46297360	2	UC
19_46302938_46331308	2	UC
19_46353736_46368359	2.5	UC
19_46387104_46391446	6	EM
19_46467147_46499114	2	UC
19_46522002_46527414	1	UC
19_46626792_46630306	12	MM
19_46729433_46735116	12	MM
19_46799585_46801122	10	MM
19_46801123_46819704	10	MM
19_46844383_46861140	2	UC
19_46992305_47002560	15	MM
19_47099124_47105357	2	UC
19_47106567_47132462	5	EM
19_47137129_47151807	5	EM
19_47162477_47164531	13	MM
19_47218204_47236932	2	UC
19_47248949_47252445	3	UC
19_47353742_47367368	2	UC
19_47544895_47552814	8	EM
19_47613528_47631386	4	EM
19_47631735_47637846	2	UC
19_47723872_47759424	5	EM
19_47759425_47777263	5	EM
19_47811092_47850471	9.5	EM
19_47850472_47852843	2	UC
19_47920757_47952357	7	EM
19_48011117_48021671	2	UC
19_48103183_48114344	8	EM
19_48382103_48389882	6	EM
19_48493656_48498596	5	EM
19_48546589_48549456	8	EM
19_48613903_48634087	4.5	EM
19_4861608_4868996	8	EM
19_48669238_48678303	7.66666666666667	EM
19_48758652_48761188	14	MM
19_48821264_48826951	4	EM
19_48826952_48833268	6	EM
19_48850257_48867256	4	EM
19_48867257_48872549	7.5	EM
19_48872550_48906984	6.33333333333333	EM
19_48954523_48962660	10	MM
19_48969790_48979237	4	EM
19_49057007_49085810	8	EM
19_49109815_49118821	9	EM
19_49120065_49123864	2	UC
19_49138248_49144872	11.5	MM
19_49144873_49177831	10.5	MM
19_49243490_49253354	8	EM
19_49253355_49267911	9.5	EM
19_49313720_49316960	1	UC
19_49316961_49345243	4.5	EM
19_49389686_49404636	9.5	EM
19_49417733_49426104	8	EM
19_49468060_49469882	11	MM
19_49563326_49570404	8	EM
19_49585350_49597959	2	UC
19_49617269_49627178	7.33333333333333	EM
19_4967379_4972396	2	UC
19_49827662_49841190	11	MM
19_49841191_49852349	10	MM
19_49863362_49869791	8	EM
19_49886970_49897582	10	MM
19_49922049_49928231	8	EM
19_49932671_49952045	1.5	UC
19_49954367_49959388	3	UC
19_49968512_49982417	7	EM
19_49982418_49996007	1	UC
19_49996008_50015129	6	EM
19_50022883_50031600	8	EM
19_50077447_50103308	6.66666666666667	EM
19_50143887_50146933	8	EM
19_50318630_50323549	4	EM
19_50367996_50371223	2	UC
19_50375257_50393555	4.5	EM
19_50526842_50529266	5	EM
19_50706225_50714783	1	UC
19_50823550_50835873	12	MM
19_50867061_50884896	7	EM
19_51015483_51023986	1	UC
19_51061677_51072924	6	EM
19_51144097_51154976	7	EM
19_51169584_51186756	8	EM
19_51225136_51229452	8	EM
19_51269603_51287075	12	MM
19_51287076_51300964	12	MM
19_51305500_51319573	15	MM
19_51319574_51336187	8.5	EM
19_51352420_51358177	6	EM
19_51371886_51381903	14	MM
19_51405128_51428053	12	MM
19_51449380_51470970	8.5	EM
19_51470971_51475735	6	EM
19_51503176_51505396	12	MM
19_51505397_51516988	11.5	MM
19_51529146_51531507	11	MM
19_51564700_51569729	6	EM
19_51584491_51608595	6	EM
19_51608596_51613228	1	UC
19_51617905_51635494	6	EM
19_51643530_51653293	6	EM
19_51760252_51761255	12	MM
19_51812195_51817970	6	EM
19_51844731_51846734	10	MM
19_51865292_51879364	6	EM
19_51917427_51921334	10	MM
19_51943445_51963449	6	EM
19_51977821_51987569	12	MM
19_52066346_52076104	2	UC
19_52089926_52098767	15	MM
19_52143468_52152262	12	MM
19_52213503_52247020	1	UC
19_52254325_52256201	11.5	MM
19_52293146_52305255	10	MM
19_52394075_52394830	12	MM
19_52406394_52409621	2	UC
19_52429440_52431616	2	UC
19_52526161_52533586	2	UC
19_52641148_52643534	2	UC
19_52672503_52675124	2	UC
19_52794130_52805088	2	UC
19_52869516_52875149	2	UC
19_52900677_52906123	2	UC
19_53352215_53362874	2	UC
19_5337772_5342953	2	UC
19_53604849_53607917	2	UC
19_53658962_53664547	2	UC
19_53752210_53766181	7.5	EM
19_54023282_54024238	2	UC
19_54120976_54138150	12	MM
19_54373773_54391658	3	UC
19_54463217_54469092	8	EM
19_54471704_54498371	8	EM
19_54622003_54643157	2	UC
19_54663038_54664752	5	EM
19_54667670_54677282	8	EM
19_54693495_54693792	2.5	UC
19_54703387_54706732	1	UC
19_54738657_54764089	11	MM
19_54921956_54927410	8	EM
19_54959142_54961343	2	UC
19_54973158_55009193	8.66666666666667	EM
19_55040043_55050049	14	MM
19_55082318_55093611	11	MM
19_55384818_55386753	12	MM
19_55415560_55433185	11	MM
19_55539624_55565639	5	EM
19_55578961_55584387	4.5	EM
19_55623199_55629934	6	EM
19_55643919_55663150	8	EM
19_55663151_55681954	6	EM
19_55687349_55701033	12	MM
19_55710777_55725468	8	EM
19_55738449_55744213	1	UC
19_55766765_55794658	2	UC
19_55794659_55803086	2	UC
19_55834023_55850740	8	EM
19_55850741_55852800	3	UC
19_55863853_55866290	2	UC
19_55870284_55887029	11.5	MM
19_55887030_55892328	11	MM
19_55892329_55898826	5	EM
19_55912942_55922626	2	UC
19_55937874_55986148	5.5	EM
19_55986149_55988387	8	EM
19_55988388_56009842	8.5	EM
19_56102628_56112734	10	MM
19_56134084_56136255	12	MM
19_56149514_56158632	10	MM
19_56158633_56175777	5	EM
19_5620454_5624790	4	EM
19_56239352_56249845	9	EM
19_56443577_56445046	9	EM
19_56455498_56464428	9	EM
19_56657382_56668033	12	MM
19_56713250_56718799	12	MM
19_568070_575090	8	EM
19_56901262_56910662	8	EM
19_56910693_56918737	2	UC
19_56983605_56991088	12	MM
19_57018797_57020634	2	UC
19_57042433_57054363	2	UC
19_57074833_57082825	2	UC
19_57348536_57359208	12	MM
19_57656531_57679201	15	MM
19_57733025_57750317	2	UC
19_57751949_57754925	2	UC
19_57786719_57792784	2	UC
19_57829219_57832827	2	UC
19_57860073_57865267	2	UC
19_57874301_57876210	14	MM
19_57900763_57918670	2	UC
19_57944415_57948766	2	UC
19_57963294_57968941	8	EM
19_57988589_57990392	12	MM
19_58084089_58090602	7.5	EM
19_58092191_58096471	13	MM
19_58107808_58113136	2	UC
19_58125187_58127766	12	MM
19_58133460_58143386	2	UC
19_58191038_58198332	2	UC
19_58232633_58239735	12	MM
19_58251862_58261186	2	UC
19_58280962_58282047	2	UC
19_58418564_58431762	2	UC
19_58446254_58449364	2	UC
19_58453519_58465906	2	UC
19_58481895_58489493	12	MM
19_58513303_58527800	8.5	EM
19_58541870_58552074	15	MM
19_58627412_58632924	12	MM
19_58739178_58740944	2	UC
19_58831162_58844222	13	MM
19_58871700_58878525	2	UC
19_58974292_58980305	12	MM
19_58981993_58988411	12	MM
19_59028915_59033116	8	EM
19_5903144_5909361	3	UC
19_6108568_6111519	3	UC
19_6126548_6136182	1	UC
19_6373599_6384209	4	EM
19_6391703_6412151	2	UC
19_6469067_6492307	2	UC
19_6587618_6593479	11	MM
19_671664_688313	8	EM
19_6756426_6773202	7.5	EM
19_6885351_6888206	10	MM
19_7448463_7460685	4	EM
19_7545615_7561815	4	EM
19_7682141_7696906	4	EM
19_7698484_7714339	6.5	EM
19_7737542_7761777	12	MM
19_7763087_7768323	6	EM
19_7789078_7800797	10	MM
19_7804218_7817388	6	EM
19_7817389_7836138	6	EM
19_7989160_7994177	4.5	EM
19_8008373_8014265	1	UC
19_8069203_8072365	8	EM
19_8377625_8387397	4	EM
19_839471_862771	9.66666666666667	EM
19_8448030_8456895	2	UC
19_8472993_8480208	2	UC
19_8509501_8511247	8	EM
19_8551209_8567991	8	EM
19_8631868_8656017	5	EM
19_8670773_8673929	5	EM
19_8922350_8937297	12	MM
19_8950249_8955313	12	MM
19_9225540_9229399	12	MM
19_9236916_9239917	10	MM
19_9271680_9300562	12	MM
19_9311780_9326709	10	MM
19_9357854_9377683	12	MM
19_9408176_9424130	2	UC
19_9433138_9436625	12	MM
19_949495_986106	3	UC
19_9639101_9651685	12	MM
