GeneID	gene_id	Entrez	Phylostrata	mainAge
MAP2K5	ENSG00000137764	5607	5	EM
BFAR	ENSG00000103429	51283	5	EM
METRNL	ENSG00000176845	284207	5	EM
FBXW4	ENSG00000107829	6468	5	EM
TCF19	ENSG00000224472	6941	5	EM
ABRA	ENSG00000174429	137735	5	EM
SHB	ENSG00000107338	6461	5	EM
JAKMIP3	ENSG00000188385	282973	5	EM
ANKS1A	ENSG00000064999	23294	5	EM
PCDHB12	ENSG00000120328	56124	5	EM
WNT3A	ENSG00000154342	89780	5	EM
GNG8	ENSG00000167414	94235	5	EM
CATSPERG	ENSG00000099338	57828	5	EM
NHLH2	ENSG00000177551	4808	5	EM
GNG7	ENSG00000176533	2788	5	EM
EMX1	ENSG00000135638	2016	5	EM
TAL1	ENSG00000162367	6886	5	EM
MYO9A	ENSG00000066933	4649	5	EM
NR2C2	ENSG00000177463	7182	5	EM
C8orf48	ENSG00000164743	157773	5	EM
IQCC	ENSG00000160051	55721	5	EM
BICD1	ENSG00000151746	636	5	EM
CRHR1	ENSG00000120088	1394	5	EM
RNF8	ENSG00000112130	9025	5	EM
DSEL	ENSG00000171451	92126	5	EM
PRDM6	ENSG00000061455	93166	5	EM
CNRIP1	ENSG00000119865	25927	5	EM
KRTAP9-1	ENSG00000240542	728318	5	EM
RNF213	ENSG00000173821	57674	5	EM
GKAP1	ENSG00000165113	80318	5	EM
B4GALT1	ENSG00000086062	2683	5	EM
SPINT3	ENSG00000101446	10816	5	EM
SYT16	ENSG00000139973	83851	5	EM
KIAA1614	ENSG00000135835	57710	5	EM
SYK	ENSG00000165025	6850	5	EM
DMRT3	ENSG00000064218	58524	5	EM
FSCN2	ENSG00000266662	25794	5	EM
LRRC8D	ENSG00000171492	55144	5	EM
ROCK1	ENSG00000067900	6093	5	EM
TMEM211	ENSG00000206069	255349	5	EM
PLEKHG4	ENSG00000196155	25894	5	EM
RPP14	ENSG00000163684	11102	5	EM
JAKMIP1	ENSG00000152969	152789	5	EM
FAM13A	ENSG00000138640	10144	5	EM
C4B	ENSG00000228267	721	5	EM
LELP1	ENSG00000203784	149018	5	EM
FZD10	ENSG00000111432	11211	5	EM
INHBA	ENSG00000122641	3624	5	EM
SMAD3	ENSG00000166949	4088	5	EM
MAB21L1	ENSG00000180660	4081	5	EM
CFB	ENSG00000241253	629	5	EM
SYTL4	ENSG00000102362	94121	5	EM
GLIS2	ENSG00000126603	84662	5	EM
ARHGAP33	ENSG00000004777	115703	5	EM
ANGPTL7	ENSG00000171819	10218	5	EM
TRAM1	ENSG00000067167	23471	5	EM
DOC2B	ENSG00000268429	8447	5	EM
DOC2B	ENSG00000272670	8447	5	EM
TARDBP	ENSG00000120948	23435	5	EM
CAMTA1	ENSG00000171735	23261	5	EM
NFE2L1	ENSG00000082641	4779	5	EM
ZFAND3	ENSG00000156639	60685	5	EM
TSPAN6	ENSG00000000003	7105	5	EM
FBLN1	ENSG00000077942	2192	5	EM
BAK1	ENSG00000030110	578	5	EM
PHKG1	ENSG00000164776	5260	5	EM
HELB	ENSG00000127311	92797	5	EM
GOLIM4	ENSG00000173905	27333	5	EM
CCDC51	ENSG00000164051	79714	5	EM
TSPAN4	ENSG00000214063	7106	5	EM
TRPC3	ENSG00000138741	7222	5	EM
OSBPL9	ENSG00000117859	114883	5	EM
PCDHA7	ENSG00000204963	56141	5	EM
PCDHA7	ENSG00000272615	56141	5	EM
C1orf194	ENSG00000179902	127003	5	EM
ZIC4	ENSG00000174963	84107	5	EM
ISG20L2	ENSG00000143319	81875	5	EM
SMCO4	ENSG00000166002	56935	5	EM
FARP2	ENSG00000006607	9855	5	EM
PRSS23	ENSG00000150687	11098	5	EM
BCL2L2	ENSG00000129473	599	5	EM
ARHGEF25	ENSG00000240771	115557	5	EM
CEP112	ENSG00000154240	201134	5	EM
PPP1R21	ENSG00000162869	129285	5	EM
KIF20B	ENSG00000138182	9585	5	EM
PARPBP	ENSG00000185480	55010	5	EM
KIAA1958	ENSG00000165185	158405	5	EM
CARD6	ENSG00000132357	84674	5	EM
ARHGEF40	ENSG00000165801	55701	5	EM
AKNA	ENSG00000106948	80709	5	EM
OTUD7A	ENSG00000169918	161725	5	EM
NHLH1	ENSG00000171786	4807	5	EM
C2orf73	ENSG00000177994	129852	5	EM
TFAP2E	ENSG00000116819	339488	5	EM
FBXW5	ENSG00000159069	54461	5	EM
BPTF	ENSG00000171634	2186	5	EM
EXD1	ENSG00000178997	161829	5	EM
C5orf22	ENSG00000082213	55322	5	EM
C17orf49	ENSG00000258315	124944	5	EM
PCDHB16	ENSG00000196963	57717	5	EM
CALCR	ENSG00000004948	799	5	EM
FRMD8	ENSG00000126391	83786	5	EM
GTF3C4	ENSG00000125484	9329	5	EM
XKR4	ENSG00000206579	114786	5	EM
BICD2	ENSG00000185963	23299	5	EM
TRIM2	ENSG00000109654	23321	5	EM
TSPAN33	ENSG00000158457	340348	5	EM
BAI3	ENSG00000135298	577	5	EM
PKD1L1	ENSG00000158683	168507	5	EM
GRAMD4	ENSG00000075240	23151	5	EM
PGAP1	ENSG00000197121	80055	5	EM
SUFU	ENSG00000107882	51684	5	EM
MGAT5	ENSG00000152127	4249	5	EM
FAM73A	ENSG00000180488	374986	5	EM
NRARP	ENSG00000198435	441478	5	EM
TTC34	ENSG00000215912	100287898	5	EM
ZIC3	ENSG00000156925	7547	5	EM
C4A	ENSG00000206340	720	5	EM
PCDHA9	ENSG00000204961	9752	5	EM
KIAA1755	ENSG00000149633	85449	5	EM
CASQ1	ENSG00000143318	844	5	EM
NPAS2	ENSG00000170485	4862	5	EM
SHC1	ENSG00000160691	6464	5	EM
SLC25A48	ENSG00000145832	153328	5	EM
FAM155A	ENSG00000204442	728215	5	EM
C2orf68	ENSG00000168887	388969	5	EM
RPP14	ENSG00000255154	11102	5	EM
M1AP	ENSG00000159374	130951	5	EM
ROR2	ENSG00000169071	4920	5	EM
SYTL2	ENSG00000137501	54843	5	EM
SYTL5	ENSG00000147041	94122	5	EM
SKIDA1	ENSG00000180592	387640	5	EM
CFB	ENSG00000241534	629	5	EM
C2	ENSG00000166278	717	5	EM
SAMD1	ENSG00000141858	0	5	EM
RNF168	ENSG00000163961	165918	5	EM
PCDHAC1	ENSG00000272550	56135	5	EM
MPEG1	ENSG00000197629	219972	5	EM
BAI1	ENSG00000181790	575	5	EM
C5	ENSG00000106804	727	5	EM
NUPR1	ENSG00000176046	26471	5	EM
SSR4	ENSG00000269520	6748	5	EM
C12orf43	ENSG00000157895	64897	5	EM
PRUNE2	ENSG00000106772	158471	5	EM
CHSY3	ENSG00000198108	337876	5	EM
C19orf54	ENSG00000188493	284325	5	EM
FOSL1	ENSG00000175592	8061	5	EM
C10orf118	ENSG00000165813	55088	5	EM
ENAH	ENSG00000154380	55740	5	EM
NUDT16	ENSG00000198585	131870	5	EM
DAZ4	ENSG00000205916	1617	5	EM
ERBB2IP	ENSG00000112851	55914	5	EM
DAZL	ENSG00000092345	1618	5	EM
C1orf173	ENSG00000178965	127254	5	EM
C2orf50	ENSG00000150873	130813	5	EM
KIAA1598	ENSG00000187164	57698	5	EM
FXR1	ENSG00000114416	8087	5	EM
TEKT3	ENSG00000125409	64518	5	EM
CHRNA6	ENSG00000147434	8973	5	EM
CHRNA7	ENSG00000175344	1139	5	EM
C2	ENSG00000206372	717	5	EM
PLEKHG4B	ENSG00000153404	153478	5	EM
ROCK2	ENSG00000134318	9475	5	EM
MED29	ENSG00000063322	55588	5	EM
FADS6	ENSG00000172782	283985	5	EM
ANKRD33B	ENSG00000164236	651746	5	EM
ANKRD55	ENSG00000164512	79722	5	EM
DDX43	ENSG00000080007	55510	5	EM
PCDHB10	ENSG00000268060	56126	5	EM
PLCG2	ENSG00000197943	5336	5	EM
MIB2	ENSG00000197530	142678	5	EM
KCTD21	ENSG00000188997	283219	5	EM
RHOBTB3	ENSG00000164292	22836	5	EM
FRMPD2	ENSG00000170324	143162	5	EM
LHFPL4	ENSG00000156959	375323	5	EM
MKNK1	ENSG00000079277	8569	5	EM
WWC3	ENSG00000047644	55841	5	EM
NUDT17	ENSG00000266054	200035	5	EM
SIX1	ENSG00000126778	6495	5	EM
PPP1R12B	ENSG00000077157	4660	5	EM
BAI2	ENSG00000121753	576	5	EM
LRWD1	ENSG00000161036	222229	5	EM
TMEM106B	ENSG00000106460	54664	5	EM
BAHD1	ENSG00000140320	22893	5	EM
FAM107B	ENSG00000065809	83641	5	EM
GRB2	ENSG00000177885	2885	5	EM
FBXO5	ENSG00000112029	26271	5	EM
LLPH	ENSG00000139233	84298	5	EM
PCDHA9	ENSG00000272794	9752	5	EM
GABRR1	ENSG00000146276	2569	5	EM
DGKQ	ENSG00000145214	1609	5	EM
KLHL28	ENSG00000179454	54813	5	EM
SLC35A5	ENSG00000138459	55032	5	EM
STAC	ENSG00000144681	6769	5	EM
POT1	ENSG00000128513	25913	5	EM
ZCWPW1	ENSG00000078487	55063	5	EM
TPST2	ENSG00000128294	8459	5	EM
TMEM220	ENSG00000187824	388335	5	EM
PANX2	ENSG00000073150	56666	5	EM
NF2	ENSG00000186575	4771	5	EM
HOXC9	ENSG00000180806	3225	5	EM
MYCN	ENSG00000134323	4613	5	EM
RASA4B	ENSG00000170667	100271927	5	EM
NEUROD1	ENSG00000162992	4760	5	EM
ELF2	ENSG00000109381	1998	5	EM
FZD9	ENSG00000188763	8326	5	EM
LRRC14B	ENSG00000185028	389257	5	EM
ETV1	ENSG00000006468	2115	5	EM
PCDHAC2	ENSG00000243232	56134	5	EM
BCL2L13	ENSG00000099968	23786	5	EM
BNIP3	ENSG00000176171	664	5	EM
PCDHB1	ENSG00000171815	29930	5	EM
NR2E1	ENSG00000112333	7101	5	EM
NUDT17	ENSG00000186364	200035	5	EM
KCNIP3	ENSG00000115041	30818	5	EM
MIB1	ENSG00000101752	57534	5	EM
RASAL2	ENSG00000075391	9462	5	EM
WBP1L	ENSG00000166272	54838	5	EM
CLCN6	ENSG00000011021	1185	5	EM
SAP130	ENSG00000136715	79595	5	EM
PPP1R12A	ENSG00000058272	4659	5	EM
UBAC1	ENSG00000130560	10422	5	EM
USH1C	ENSG00000006611	10083	5	EM
PCDHB3	ENSG00000272585	56132	5	EM
FSCN1	ENSG00000075618	6624	5	EM
EFCAB5	ENSG00000176927	374786	5	EM
MSR1	ENSG00000038945	4481	5	EM
RASAL1	ENSG00000111344	8437	5	EM
CENPO	ENSG00000138092	79172	5	EM
ALX4	ENSG00000052850	60529	5	EM
TOB2	ENSG00000183864	10766	5	EM
PCDHA2	ENSG00000204969	56146	5	EM
PLIN2	ENSG00000147872	123	5	EM
SSC5D	ENSG00000179954	284297	5	EM
CENPK	ENSG00000123219	64105	5	EM
STARD9	ENSG00000159433	57519	5	EM
WNT10A	ENSG00000135925	80326	5	EM
PCDHB1	ENSG00000272731	29930	5	EM
MYD88	ENSG00000172936	4615	5	EM
TCF19	ENSG00000233890	6941	5	EM
FAM199X	ENSG00000268570	139231	5	EM
TOMM7	ENSG00000196683	54543	5	EM
NSUN7	ENSG00000179299	79730	5	EM
CENPL	ENSG00000120334	91687	5	EM
CLVS2	ENSG00000146352	134829	5	EM
PGAP2	ENSG00000148985	27315	5	EM
CTHRC1	ENSG00000164932	115908	5	EM
WNT5A	ENSG00000114251	7474	5	EM
ANKFY1	ENSG00000185722	51479	5	EM
PCDHA4	ENSG00000204967	56144	5	EM
RASA4	ENSG00000105808	10156	5	EM
STAB1	ENSG00000010327	23166	5	EM
CCDC89	ENSG00000179071	220388	5	EM
CENPM	ENSG00000100162	79019	5	EM
PCDHA2	ENSG00000273201	56146	5	EM
TRPC6	ENSG00000137672	7225	5	EM
PCDHA5	ENSG00000273146	56143	5	EM
CENPN	ENSG00000166451	55839	5	EM
TMEM203	ENSG00000187713	94107	5	EM
KIF20A	ENSG00000112984	10112	5	EM
PCDHA8	ENSG00000204962	56140	5	EM
PCDHA13	ENSG00000239389	56136	5	EM
C1orf189	ENSG00000163263	388701	5	EM
PRR11	ENSG00000068489	55771	5	EM
IRX4	ENSG00000113430	50805	5	EM
PCDHA5	ENSG00000204965	56143	5	EM
PCDHA4	ENSG00000272756	56144	5	EM
SMCHD1	ENSG00000101596	23347	5	EM
DAZ3	ENSG00000187191	57054	5	EM
COX6C	ENSG00000164919	1345	6	EM
FAM126B	ENSG00000155744	285172	6	EM
ANXA6	ENSG00000197043	309	6	EM
ST6GAL2	ENSG00000144057	84620	6	EM
TACC2	ENSG00000138162	10579	6	EM
FAM20C	ENSG00000177706	56975	6	EM
C1orf198	ENSG00000119280	84886	6	EM
THRA	ENSG00000126351	7067	6	EM
COL9A1	ENSG00000112280	1297	6	EM
MRPL53	ENSG00000204822	116540	6	EM
APOB	ENSG00000084674	338	6	EM
RUNX2	ENSG00000124813	860	6	EM
MAP4	ENSG00000047849	4134	6	EM
ADAMTS14	ENSG00000138316	140766	6	EM
PRDM16	ENSG00000142611	63976	6	EM
ROS1	ENSG00000047936	6098	6	EM
NFKBIB	ENSG00000104825	4793	6	EM
TFPT	ENSG00000273031	29844	6	EM
LYZL2	ENSG00000151033	119180	6	EM
GPR139	ENSG00000180269	124274	6	EM
PRDM10	ENSG00000170325	56980	6	EM
ANKS3	ENSG00000168096	124401	6	EM
ASCL2	ENSG00000183734	430	6	EM
RNF43	ENSG00000108375	54894	6	EM
SRRM5	ENSG00000226763	100170229	6	EM
HTR2C	ENSG00000147246	3358	6	EM
ZNF366	ENSG00000178175	167465	6	EM
TFPT	ENSG00000273037	29844	6	EM
IER5	ENSG00000162783	51278	6	EM
HERPUD1	ENSG00000051108	9709	6	EM
ASCL3	ENSG00000176009	56676	6	EM
WNT9B	ENSG00000158955	7484	6	EM
PLEKHA3	ENSG00000116095	65977	6	EM
SMIM8	ENSG00000111850	57150	6	EM
MECOM	ENSG00000085276	2122	6	EM
USP49	ENSG00000164663	25862	6	EM
BMP5	ENSG00000112175	653	6	EM
HTR2C	ENSG00000269075	3358	6	EM
HTR1D	ENSG00000179546	3352	6	EM
SERPINB9	ENSG00000170542	5272	6	EM
DHX30	ENSG00000132153	22907	6	EM
PET100	ENSG00000229833	100131801	6	EM
CASC4	ENSG00000166734	113201	6	EM
FAM3C	ENSG00000196937	10447	6	EM
TPRX1	ENSG00000178928	284355	6	EM
THAP8	ENSG00000161277	199745	6	EM
BEST1	ENSG00000167995	7439	6	EM
SCXB	ENSG00000187786	642658	6	EM
LYPD6B	ENSG00000150556	130576	6	EM
BCAN	ENSG00000132692	63827	6	EM
OXT	ENSG00000101405	5020	6	EM
PLEKHB2	ENSG00000115762	55041	6	EM
SERPINE2	ENSG00000135919	5270	6	EM
FAM3B	ENSG00000183844	54097	6	EM
RTP4	ENSG00000136514	64108	6	EM
DMRT2	ENSG00000173253	10655	6	EM
SBK1	ENSG00000188322	388228	6	EM
NKIRAS2	ENSG00000168256	28511	6	EM
TBX19	ENSG00000143178	9095	6	EM
STARD3NL	ENSG00000010270	83930	6	EM
EPHX3	ENSG00000105131	79852	6	EM
SCXA	ENSG00000260428	642658	6	EM
ATP1B3	ENSG00000069849	483	6	EM
PCDH11Y	ENSG00000099715	27328	6	EM
TFPT	ENSG00000272560	29844	6	EM
RAVER2	ENSG00000162437	55225	6	EM
PLEKHD1	ENSG00000175985	400224	6	EM
PRAMEF21	ENSG00000204486	391001	6	EM
COL9A3	ENSG00000092758	1299	6	EM
N4BP2L1	ENSG00000139597	90634	6	EM
PTPN22	ENSG00000134242	26191	6	EM
H1FOO	ENSG00000178804	132243	6	EM
NTM	ENSG00000182667	50863	6	EM
PRRC2A	ENSG00000225748	7916	6	EM
RORB	ENSG00000198963	6096	6	EM
FAM210A	ENSG00000177150	125228	6	EM
SULT2A1	ENSG00000105398	6822	6	EM
BBX	ENSG00000114439	56987	6	EM
RFX5	ENSG00000143390	5993	6	EM
TFPT	ENSG00000272680	29844	6	EM
TFPI	ENSG00000003436	7035	6	EM
NTRK2	ENSG00000148053	4915	6	EM
PCDH20	ENSG00000197991	64881	6	EM
SLC16A14	ENSG00000163053	151473	6	EM
STAC2	ENSG00000141750	342667	6	EM
CCKBR	ENSG00000110148	887	6	EM
CPAMD8	ENSG00000160111	27151	6	EM
NAT6	ENSG00000261871	24142	6	EM
ASB1	ENSG00000065802	51665	6	EM
ISM2	ENSG00000100593	145501	6	EM
STARD4	ENSG00000164211	134429	6	EM
SAA2	ENSG00000134339	6289	6	EM
HMBOX1	ENSG00000147421	79618	6	EM
PRAMEF15	ENSG00000157358	343070	6	EM
TFPI2	ENSG00000105825	7980	6	EM
BARHL2	ENSG00000143032	343472	6	EM
NKAIN3	ENSG00000185942	286183	6	EM
SIGLEC8	ENSG00000105366	27181	6	EM
BAG3	ENSG00000151929	9531	6	EM
YBX2	ENSG00000006047	51087	6	EM
PTPN18	ENSG00000072135	26469	6	EM
GALNT10	ENSG00000164574	55568	6	EM
PAIP2B	ENSG00000124374	400961	6	EM
TMPRSS11A	ENSG00000187054	339967	6	EM
THAP5	ENSG00000177683	168451	6	EM
FAM65B	ENSG00000111913	9750	6	EM
RP1	ENSG00000104237	6101	6	EM
TMEM251	ENSG00000153485	26175	6	EM
WNT9A	ENSG00000143816	7483	6	EM
C10orf95	ENSG00000120055	79946	6	EM
FCGBP	ENSG00000090920	8857	6	EM
COL9A2	ENSG00000049089	1298	6	EM
RGS3	ENSG00000138835	5998	6	EM
HTR1A	ENSG00000178394	3350	6	EM
NFKBIA	ENSG00000100906	4792	6	EM
PRAMEF18	ENSG00000204491	391003	6	EM
LINC00998	ENSG00000214194	0	6	EM
AKAP9	ENSG00000127914	10142	6	EM
SULT1C3	ENSG00000196228	442038	6	EM
RNF139	ENSG00000170881	11236	6	EM
FAM65A	ENSG00000039523	79567	6	EM
LHX6	ENSG00000106852	26468	6	EM
TINAG	ENSG00000137251	27283	6	EM
LRIT2	ENSG00000204033	340745	6	EM
ZNF425	ENSG00000204947	155054	6	EM
NMBR	ENSG00000135577	4829	6	EM
PVRL4	ENSG00000143217	81607	6	EM
CA3	ENSG00000164879	761	6	EM
TAF15	ENSG00000270647	8148	6	EM
MAP2	ENSG00000078018	4133	6	EM
SHISA5	ENSG00000164054	51246	6	EM
THAP6	ENSG00000174796	152815	6	EM
TMPRSS11D	ENSG00000153802	9407	6	EM
TFPT	ENSG00000271203	29844	6	EM
ENPP4	ENSG00000001561	22875	6	EM
LPGAT1	ENSG00000123684	9926	6	EM
TIGD7	ENSG00000140993	91151	6	EM
VLDLR	ENSG00000147852	7436	6	EM
CBX8	ENSG00000262572	57332	6	EM
ZNF521	ENSG00000198795	25925	6	EM
CLEC4C	ENSG00000198178	170482	6	EM
LRP8	ENSG00000157193	7804	6	EM
AFTPH	ENSG00000119844	54812	6	EM
ANKRD7	ENSG00000106013	56311	6	EM
LRP12	ENSG00000147650	29967	6	EM
DIABLO	ENSG00000184047	56616	6	EM
EYA3	ENSG00000158161	2140	6	EM
ITM2C	ENSG00000135916	81618	6	EM
HTR1B	ENSG00000135312	3351	6	EM
PAX2	ENSG00000075891	5076	6	EM
REPS1	ENSG00000135597	85021	6	EM
CREM	ENSG00000095794	1390	6	EM
FLYWCH1	ENSG00000059122	84256	6	EM
CRHBP	ENSG00000145708	1393	6	EM
EGFL7	ENSG00000172889	51162	6	EM
TSC22D2	ENSG00000196428	9819	6	EM
DUOXA2	ENSG00000140274	405753	6	EM
DUOXA1	ENSG00000140254	90527	6	EM
THAP3	ENSG00000041988	90326	6	EM
RBM33	ENSG00000184863	155435	6	EM
CRIM1	ENSG00000150938	51232	6	EM
GPATCH2L	ENSG00000089916	55668	6	EM
RNF212	ENSG00000178222	285498	6	EM
MEOX2	ENSG00000106511	4223	6	EM
AADACL3	ENSG00000188984	126767	6	EM
GREM2	ENSG00000180875	64388	6	EM
CNTN4	ENSG00000144619	152330	6	EM
CUEDC2	ENSG00000107874	79004	6	EM
PRAMEF26	ENSG00000229571	645359	6	EM
MYLK3	ENSG00000140795	91807	6	EM
RCOR1	ENSG00000089902	23186	6	EM
RGPD3	ENSG00000153165	653489	6	EM
POU2F2	ENSG00000028277	5452	6	EM
PGBD5	ENSG00000177614	79605	6	EM
N4BP2L2	ENSG00000244754	10443	6	EM
TNNI3	ENSG00000129991	7137	6	EM
GABRA1	ENSG00000022355	2554	6	EM
NCOA1	ENSG00000084676	8648	6	EM
C6orf203	ENSG00000271867	51250	6	EM
SLC39A6	ENSG00000141424	25800	6	EM
PRAMEF6	ENSG00000232423	343068	6	EM
PI15	ENSG00000137558	51050	6	EM
HSD3B7	ENSG00000099377	80270	6	EM
NANOS2	ENSG00000188425	339345	6	EM
SULT1E1	ENSG00000109193	6783	6	EM
PRDM1	ENSG00000057657	639	6	EM
PCDH12	ENSG00000113555	51294	6	EM
BMP3	ENSG00000152785	651	6	EM
GRAMD3	ENSG00000155324	65983	6	EM
SLC51A	ENSG00000163959	200931	6	EM
DAPK1	ENSG00000196730	1612	6	EM
BMP7	ENSG00000101144	655	6	EM
NKX2-1	ENSG00000136352	7080	6	EM
THRB	ENSG00000151090	7068	6	EM
WNT7B	ENSG00000188064	7477	6	EM
PRRC2A	ENSG00000204469	7916	6	EM
BARHL1	ENSG00000125492	56751	6	EM
NINJ2	ENSG00000171840	4815	6	EM
ATF4	ENSG00000128272	468	6	EM
PLSCR2	ENSG00000163746	57047	6	EM
BIRC3	ENSG00000023445	330	6	EM
SYCP2	ENSG00000196074	10388	6	EM
TFPT	ENSG00000105619	29844	6	EM
CNTN3	ENSG00000113805	5067	6	EM
TMEM201	ENSG00000188807	199953	6	EM
HOXB2	ENSG00000173917	3212	6	EM
CA14	ENSG00000264654	23632	6	EM
CA14	ENSG00000118298	23632	6	EM
CPE	ENSG00000109472	1363	6	EM
HOXB3	ENSG00000120093	3213	6	EM
SPATA6L	ENSG00000106686	55064	6	EM
AZU1	ENSG00000172232	566	6	EM
IGSF9	ENSG00000085552	57549	6	EM
NEUROG2	ENSG00000178403	63973	6	EM
ZDHHC2	ENSG00000104219	51201	6	EM
RCN2	ENSG00000117906	5955	6	EM
SIGLEC9	ENSG00000129450	27180	6	EM
SH2B2	ENSG00000160999	10603	6	EM
ENTPD2	ENSG00000054179	954	6	EM
ARRDC1	ENSG00000197070	92714	6	EM
LIN28B	ENSG00000187772	389421	6	EM
SULT1A3	ENSG00000261052	6818	6	EM
CYP11B1	ENSG00000160882	1584	6	EM
ZNF318	ENSG00000171467	24149	6	EM
NKIRAS2	ENSG00000260770	28511	6	EM
CDK2AP2	ENSG00000167797	10263	6	EM
TIMM10B	ENSG00000265264	26515	6	EM
ZNF592	ENSG00000166716	9640	6	EM
TBX6	ENSG00000149922	6911	6	EM
HOXD9	ENSG00000128709	3235	6	EM
EWSR1	ENSG00000182944	2130	6	EM
ARID3C	ENSG00000205143	138715	6	EM
WNT8A	ENSG00000061492	7478	6	EM
C3orf18	ENSG00000088543	51161	6	EM
PRRC2A	ENSG00000225164	7916	6	EM
LRRC14	ENSG00000160959	9684	6	EM
C12orf73	ENSG00000204954	728568	6	EM
PRAMEF20	ENSG00000204478	391001	6	EM
WTIP	ENSG00000142279	126374	6	EM
RET	ENSG00000165731	5979	6	EM
NTRK3	ENSG00000140538	4916	6	EM
NINJ1	ENSG00000131669	4814	6	EM
ZHX2	ENSG00000178764	22882	6	EM
CASP2	ENSG00000106144	835	6	EM
INSC	ENSG00000188487	387755	6	EM
TINAGL1	ENSG00000142910	64129	6	EM
TRIM39	ENSG00000224994	56658	6	EM
RGS8	ENSG00000135824	85397	6	EM
MTERFD2	ENSG00000122085	130916	6	EM
LGALS12	ENSG00000133317	85329	6	EM
BCL11A	ENSG00000119866	53335	6	EM
SCXA	ENSG00000188686	642658	6	EM
MED9	ENSG00000141026	55090	6	EM
LZTS3	ENSG00000088899	9762	6	EM
NCOA2	ENSG00000140396	10499	6	EM
SIGLEC7	ENSG00000168995	27036	6	EM
POU2F1	ENSG00000143190	5451	6	EM
SHC3	ENSG00000148082	53358	6	EM
ETV7	ENSG00000010030	51513	6	EM
EVA1C	ENSG00000166979	59271	6	EM
LGALS8	ENSG00000116977	3964	6	EM
ITIH1	ENSG00000055957	3697	6	EM
GABRA2	ENSG00000151834	2555	6	EM
TMPRSS15	ENSG00000154646	5651	6	EM
PGLYRP3	ENSG00000159527	114771	6	EM
FAM26D	ENSG00000164451	221301	6	EM
LRRC4C	ENSG00000148948	57689	6	EM
SPINK2	ENSG00000128040	6691	6	EM
LRRC4B	ENSG00000131409	94030	6	EM
SLC14A1	ENSG00000141469	6563	6	EM
BRS3	ENSG00000102239	680	6	EM
ZNF660	ENSG00000144792	285349	6	EM
FLT1	ENSG00000102755	2321	6	EM
PAX8	ENSG00000125618	7849	6	EM
DIRAS2	ENSG00000165023	54769	6	EM
BIRC2	ENSG00000110330	329	6	EM
MICALL1	ENSG00000100139	85377	6	EM
MAGEF1	ENSG00000177383	64110	6	EM
TFPT	ENSG00000273458	29844	6	EM
XPNPEP2	ENSG00000122121	7512	6	EM
BANP	ENSG00000172530	54971	6	EM
BEND5	ENSG00000162373	79656	6	EM
CHRM3	ENSG00000133019	1131	6	EM
ANKRA2	ENSG00000164331	57763	6	EM
LHX3	ENSG00000107187	8022	6	EM
BSN	ENSG00000164061	8927	6	EM
BAMBI	ENSG00000095739	25805	6	EM
NR4A3	ENSG00000119508	8013	6	EM
MYRIP	ENSG00000170011	25924	6	EM
RBM46	ENSG00000151962	166863	6	EM
MESP2	ENSG00000188095	145873	6	EM
TMEM256-PLSCR3	ENSG00000187838	57048	6	EM
DUSP8	ENSG00000184545	1850	6	EM
ANKRD62	ENSG00000181626	342850	6	EM
SH2B2	ENSG00000259885	10603	6	EM
RGPD4	ENSG00000196862	285190	6	EM
CISH	ENSG00000114737	1154	6	EM
CCDC82	ENSG00000149231	79780	6	EM
SS18	ENSG00000141380	6760	6	EM
ERVW-1	ENSG00000242950	30816	6	EM
GRIN2C	ENSG00000161509	2905	6	EM
CBX8	ENSG00000141570	57332	6	EM
PTOV1	ENSG00000104960	53635	6	EM
GRIN2A	ENSG00000183454	2903	6	EM
TWSG1	ENSG00000128791	57045	6	EM
FGF5	ENSG00000138675	2250	6	EM
ADORA1	ENSG00000163485	134	6	EM
NCOA3	ENSG00000124151	8202	6	EM
CLPS	ENSG00000137392	1208	6	EM
SCNN1G	ENSG00000166828	6340	6	EM
PCDH1	ENSG00000156453	5097	6	EM
IRF4	ENSG00000137265	3662	6	EM
SALL1	ENSG00000103449	6299	6	EM
ESRRA	ENSG00000173153	2101	6	EM
GZMM	ENSG00000197540	3004	6	EM
HOXA4	ENSG00000197576	3201	6	EM
WNT7A	ENSG00000154764	7476	6	EM
GNRHR	ENSG00000109163	2798	6	EM
PAX9	ENSG00000198807	5083	6	EM
TTYH2	ENSG00000141540	94015	6	EM
SPACA5	ENSG00000171489	389852	6	EM
LNX2	ENSG00000139517	222484	6	EM
LHX4	ENSG00000121454	89884	6	EM
GLT8D1	ENSG00000016864	55830	6	EM
C2orf49	ENSG00000135974	79074	6	EM
CLVS1	ENSG00000177182	157807	6	EM
FUT2	ENSG00000176920	2524	6	EM
LYZL1	ENSG00000120563	84569	6	EM
FAM103A1	ENSG00000169612	83640	6	EM
KIAA1586	ENSG00000168116	57691	6	EM
RCAN3	ENSG00000117602	11123	6	EM
LDLRAD4	ENSG00000168675	753	6	EM
GFRA1	ENSG00000151892	2674	6	EM
SIVA1	ENSG00000184990	10572	6	EM
SDC2	ENSG00000169439	6383	6	EM
SLC46A2	ENSG00000119457	57864	6	EM
GLYATL2	ENSG00000156689	219970	6	EM
SMDT1	ENSG00000272835	91689	6	EM
ENPP6	ENSG00000164303	133121	6	EM
LZTS2	ENSG00000107816	84445	6	EM
