Chr	Start	End	UC	EM	MM
20	25600271	25606504	2	1	1
20	25671648	25685589	2	1	1
20	25721007	25731927	1	1	1
20	29839619	29848244	1	1	2
20	29895543	29898229	1	1	2
20	29946271	29955390	1	1	1
20	29955391	29956983	1	1	2
20	29961553	29974398	1	1	1
20	29974399	29990601	1	1	2
20	29997641	30000738	1	1	2
20	30012730	30018114	1	1	1
20	30024278	30028895	1	1	2
20	30062126	30071278	1	2	2
20	30100939	30104642	2	1	1
20	30158117	30175414	1	1	1
20	30175415	30199624	1	2	1
20	30221705	30227112	1	1	2
20	30273580	30276650	1	1	1
20	30309972	30316699	1	2	1
20	30316700	30330059	2	1	1
20	30406625	30412765	1	2	1
20	30432850	30442832	2	2	1
20	30456752	30469487	2	1	1
20	30485714	30503569	1	1	1
20	30535281	30547876	2	1	1
20	30547877	30556879	1	1	1
20	30595567	30599310	1	2	1
20	30611954	30628509	1	1	1
20	30637304	30641477	1	2	1
20	30695849	30703607	2	1	1
20	30794460	30799629	1	2	1
20	30825427	30827915	1	1	1
20	30865149	30867214	2	1	1
20	30870327	30877347	1	1	1
20	30939053	30948161	1	2	1
20	31037526	31039524	1	1	1
20	31122727	31149190	1	2	1
20	31167858	31210871	1	2	2
20	31330613	31334874	2	1	1
20	31405616	31409341	2	1	1
20	31445096	31451383	1	1	1
20	31590970	31592518	2	1	1
20	31592519	31604435	1	1	2
20	31608174	31625401	1	2	1
20	31625402	31644989	1	2	1
20	31667188	31687025	1	2	1
20	31744703	31751221	1	1	2
20	31802019	31816032	1	1	2
20	31821777	31825664	1	1	2
20	31852307	31861957	1	1	2
20	31980157	31991187	2	1	1
20	32024306	32034152	1	2	1
20	32072988	32084077	1	2	1
20	32206634	32252389	1	2	2
20	32254019	32262823	1	2	2
20	32264403	32275866	1	1	1
20	32307488	32308232	2	1	1
20	32308233	32320809	1	2	1
20	32398029	32403840	2	1	1
20	32581135	32583106	1	2	1
20	32667477	32669403	1	1	1
20	32846378	32852413	1	2	1
20	32874333	32906363	2	1	1
20	32937950	32953759	2	1	1
20	33026160	33037153	2	1	1
20	33052505	33055783	1	1	1
20	33096030	33104789	2	1	1
20	33134511	33149346	1	2	1
20	33261878	33277243	2	1	1
20	33289251	33298452	1	2	1
20	33301378	33305674	2	1	1
20	33403724	33413858	2	1	1
20	33452578	33468129	2	1	1
20	33539850	33557934	2	1	1
20	33557935	33573178	2	1	1
20	33573179	33582594	1	1	1
20	33678702	33682657	2	1	1
20	33703920	33706691	1	1	1
20	33811164	33820747	1	2	1
20	33851285	33868731	2	1	1
20	33868732	33888524	2	1	1
20	33994791	34007874	2	1	1
20	34020062	34021573	1	1	2
20	34040715	34042483	1	1	1
20	34042484	34047408	1	2	1
20	34077500	34082640	1	1	1
20	34095770	34120349	1	1	1
20	34194344	34209460	2	1	1
20	34233550	34237836	1	1	1
20	34251794	34257902	2	2	1
20	34286389	34289999	2	1	1
20	34300585	34314749	2	1	1
20	34328092	34358143	2	1	1
20	34359642	34364286	1	2	1
20	34475277	34481898	1	1	1
20	34510632	34517928	1	1	1
20	34546062	34547914	1	1	2
20	34549688	34557042	1	2	1
20	34679009	34683396	1	1	1
20	34706369	34715295	1	1	1
20	34821819	34830984	2	1	1
20	34892584	34895528	1	2	1
20	35166372	35179898	2	1	1
20	35200128	35213969	1	2	1
20	35232257	35237961	2	1	1
20	35272753	35275600	1	2	1
20	35373454	35380211	2	1	1
20	35401729	35420209	1	2	1
20	35490799	35495745	1	2	1
20	35557157	35583787	2	1	1
20	35720333	35731315	2	1	1
20	35803347	35811128	2	1	2
20	35888367	35895684	1	2	1
20	35916570	35923815	1	2	1
20	35966254	35979155	2	1	1
20	36149211	36164466	1	2	2
20	36317265	36335637	2	1	1
20	36520295	36535161	1	2	1
20	36659055	36666296	2	1	1
20	36791487	36795275	1	2	1
20	36882280	36889526	2	2	1
20	36954175	36958047	1	1	1
20	36971150	36982059	2	1	1
20	37045992	37055959	1	1	1
20	37055960	37058113	1	1	1
20	37058114	37082176	1	1	1
20	37098968	37101883	2	1	1
20	37209070	37215447	1	1	2
20	37227420	37232214	1	2	1
20	37352112	37355230	2	1	1
20	37372292	37382197	2	1	1
20	37419554	37435882	1	2	1
20	37537349	37565205	1	2	1
20	37587585	37592004	2	1	1
20	37898426	37901533	1	1	1
20	39045107	39055707	1	1	1
20	39317121	39324264	1	2	1
20	39647374	39656512	1	1	1
20	39656513	39662867	2	1	1
20	39765141	39773243	1	2	1
20	39944116	39951817	1	2	1
20	39963284	39976234	2	1	1
20	39988617	40008657	1	2	1
20	40242549	40247165	2	1	1
20	40311955	40319074	1	1	1
20	40340880	40344078	1	1	1
20	40618945	40622737	1	1	1
20	41594836	41598275	2	1	1
20	41815764	41820474	2	1	1
20	41932936	41933822	1	1	1
20	42032428	42038026	1	1	1
20	42085416	42087647	2	1	1
20	42094534	42110430	1	1	1
20	42131838	42138256	1	2	1
20	42178478	42180221	1	1	1
20	42186927	42188816	2	1	1
20	42216587	42232232	2	1	1
20	42293719	42296744	2	1	1
20	42352627	42361737	1	1	2
20	42420893	42425253	1	1	1
20	42539898	42548922	1	1	1
20	42807686	42819770	1	2	1
20	42837311	42840456	1	2	1
20	42874146	42876194	1	2	1
20	42932846	42948816	2	1	1
20	42975289	43009493	1	1	1
20	43076282	43087379	1	1	1
20	43091375	43094311	1	1	2
20	43096292	43105405	2	1	1
20	43147013	43155715	2	1	1
20	43155716	43165187	1	2	1
20	43276192	43283807	2	1	1
20	43321323	43324983	1	1	1
20	43341752	43360360	1	2	1
20	43373347	43382273	1	2	1
20	43434785	43443923	1	2	1
20	43510364	43516519	2	1	1
20	43538253	43543471	2	1	1
20	43588098	43589807	1	2	1
20	43590557	43595716	2	1	1
20	43725635	43729931	1	2	1
20	43742035	43744963	1	1	2
20	43798827	43808425	1	1	2
20	43832265	43835901	1	1	2
20	43839137	43850797	1	1	2
20	43879857	43890623	1	1	2
20	43927665	43936121	2	2	1
20	43936122	43937190	1	2	1
20	43972502	43978583	1	2	1
20	43990186	44000539	2	1	1
20	44022652	44040898	1	2	1
20	44041084	44049510	2	1	1
20	44097149	44103186	1	2	1
20	44114750	44118982	1	1	1
20	44143697	44150772	1	2	1
20	44154256	44180907	1	1	1
20	44205962	44212684	1	2	1
20	44256623	44267983	1	1	2
20	44297457	44299638	1	1	1
20	44329805	44330966	1	1	2
20	44330967	44334199	1	1	2
20	44347092	44352647	1	2	1
20	44374355	44378782	1	1	1
20	44405346	44407875	1	1	1
20	44417203	44427262	1	2	1
20	44438565	44442365	2	1	1
20	44452862	44471524	1	2	1
20	44471525	44496169	2	2	1
20	44501533	44511006	1	2	1
20	44515291	44517050	1	1	2
20	44517051	44521324	2	2	1
20	44537996	44549518	1	2	1
20	44562442	44565593	1	1	1
20	44596299	44607204	1	2	1
20	44635364	44641816	1	2	1
20	44643933	44652724	2	1	1
20	44717181	44719890	1	2	1
20	44743258	44754234	1	2	1
20	44918845	44941149	1	2	1
20	44991883	45009619	2	1	1
20	45060668	45062798	2	1	1
20	45136506	45147646	1	1	1
20	45175650	45183489	1	2	1
20	45290386	45307661	1	2	1
20	45317563	45318836	2	1	1
20	45336238	45342109	1	2	1
20	45507316	45527850	1	1	1
20	45985105	45987938	1	2	1
20	46097156	46114820	1	1	1
20	46129962	46131962	1	2	1
20	46195040	46201256	1	1	1
20	46306483	46307167	1	1	1
20	46413130	46417882	1	2	1
20	46442691	46458454	1	1	1
20	46763738	46767669	1	1	1
20	47355730	47356351	1	1	1
20	47439943	47447636	1	2	1
20	47522906	47540091	2	1	1
20	47662240	47665517	2	1	1
20	47803697	47808225	1	1	1
20	47822895	47836841	2	1	1
20	47889560	47895795	2	1	1
20	47896527	47898203	1	1	1
20	48093213	48108435	2	1	1
20	48173075	48187730	1	2	1
20	48320772	48342279	1	2	1
20	48410408	48411544	1	1	1
20	48428146	48435609	2	1	1
20	48443218	48448038	1	1	1
20	48531209	48540084	1	2	1
20	48540085	48554620	2	1	1
20	48554621	48562836	1	1	1
20	48576574	48596603	1	1	1
20	48596604	48605495	1	1	2
20	48726305	48734968	2	1	1
20	48768941	48770432	2	1	1
20	48799088	48815510	1	2	1
20	49118841	49127665	1	2	1
20	49190970	49202008	1	1	1
20	49202009	49205150	1	1	1
20	49226995	49237257	1	1	1
20	49305248	49312647	1	2	1
20	49347302	49349539	1	2	1
20	49411130	49415969	1	1	2
20	49544877	49556960	1	2	1
20	49574910	49578116	2	1	1
20	49608513	49619270	1	1	1
20	49637482	49640380	1	2	1
20	50173618	50181969	1	2	1
20	50417053	50421846	1	2	1
20	50521353	50535332	1	1	1
20	50794734	50822903	1	2	1
20	51584331	51589966	1	2	1
20	51629041	51635309	1	1	1
20	51678447	51679777	1	1	1
20	51795285	51803391	1	2	1
20	51821822	51826313	1	1	1
20	52104364	52107580	1	1	2
20	52225205	52226927	1	2	1
20	52277885	52285921	1	1	1
20	52556648	52560771	1	1	1
20	52680157	52693968	1	2	1
20	52789343	52791792	2	1	1
20	52822455	52830727	2	1	1
20	53088962	53095770	1	2	1
20	53475569	53478297	1	1	1
20	54578479	54591445	1	2	1
20	54810581	54826304	1	1	1
20	54931408	54939156	2	1	1
20	54962085	54967538	2	1	1
20	55029819	55036740	1	1	1
20	55042694	55052056	2	1	1
20	55086225	55093767	2	1	2
20	55106314	55111414	1	1	2
20	55180501	55184436	1	1	1
20	55200942	55207897	1	2	1
20	55231559	55253213	1	1	1
20	55269102	55294391	1	1	1
20	55358443	55365698	1	1	1
20	55571641	55582296	1	1	1
20	55627168	55633941	1	1	1
20	55789867	55791446	1	1	1
20	55839193	55850068	1	2	1
20	55901685	55906937	1	1	1
20	55923186	55926598	2	1	1
20	55934389	55947871	2	1	1
20	55957140	55973022	2	1	1
20	56095559	56106553	1	2	1
20	56130824	56136870	2	1	1
20	56193281	56203075	1	1	2
20	56286282	56311626	1	2	1
20	56491067	56497158	1	1	1
20	56540046	56556317	1	1	1
20	56638746	56644005	1	1	1
20	56721453	56729768	1	2	1
20	56798095	56804680	1	2	1
20	56878596	56885603	2	1	1
20	56960145	56972653	2	1	1
20	57086477	57100617	1	2	1
20	57176255	57182143	1	1	1
20	57223958	57226955	1	1	1
20	57257785	57269727	2	1	1
20	57380964	57406902	1	1	1
20	57411518	57416818	1	2	1
20	57422584	57432112	1	2	1
20	57456486	57486066	1	2	1
20	57553714	57562373	2	1	1
20	57581110	57583238	2	1	1
20	57593225	57599657	2	1	1
20	57604578	57609750	2	1	1
20	57616380	57618509	2	1	1
20	57757743	57775516	1	2	1
20	57874173	57876292	1	2	1
20	58149284	58157950	1	2	1
20	58199406	58210855	1	2	1
20	58427217	58429513	1	1	1
20	58508525	58510116	1	2	2
20	58515225	58518426	1	2	2
20	58533117	58533568	1	2	1
20	58618553	58631797	1	1	2
20	58866038	58891104	1	1	1
20	59824329	59829073	1	2	1
20	60282089	60302685	1	1	1
20	60327028	60339770	1	1	1
20	60514690	60529704	1	1	1
20	60638150	60647704	2	1	1
20	60686263	60702560	2	1	1
20	60710317	60743251	2	2	1
20	60756847	60762448	2	1	1
20	60782260	60799029	1	2	1
20	60799030	60816440	2	1	1
20	60871672	60890793	2	1	1
20	60939241	60958236	2	1	1
20	60958237	60964706	1	1	1
20	60972715	60993505	1	2	1
20	60993881	61005465	1	2	1
20	61030184	61068141	2	1	1
20	61146139	61153374	1	1	2
20	61160244	61167341	1	1	1
20	61210857	61268818	1	1	1
20	61272978	61278954	1	1	2
20	61286054	61298968	1	1	1
20	61326710	61339006	1	1	1
20	61339007	61342355	1	2	1
20	61364712	61367767	1	1	1
20	61405091	61414730	1	1	1
20	61417415	61430693	2	1	1
20	61430694	61440410	2	1	1
20	61447559	61450121	1	2	1
20	61491453	61497596	1	2	1
20	61567436	61574823	2	2	1
20	61579388	61585897	2	1	1
20	61633544	61644276	1	2	1
20	61792728	61821441	1	1	1
20	61845349	61851929	2	1	1
20	61855948	61877277	1	2	1
20	61897326	61906654	2	1	1
20	61916956	61927625	2	2	1
20	61939514	61969834	1	2	1
20	61991360	62011837	1	2	1
20	62064788	62087973	2	1	1
20	62102261	62105543	2	1	1
20	62109314	62136964	2	1	1
20	62137780	62155070	1	2	1
20	62168042	62170996	1	2	1
20	62170997	62186340	1	2	1
20	62186341	62207753	1	1	1
20	62251656	62292574	2	2	1
20	62334677	62342876	2	1	1
20	62360730	62374857	2	2	2
20	62374858	62391599	1	1	1
20	62424246	62453405	1	1	1
20	62457081	62472097	1	2	1
20	62472098	62478925	1	1	1
20	62486746	62496889	1	2	2
20	62525548	62527570	1	2	1
20	62537502	62546791	1	1	1
20	62546792	62552588	1	1	1
20	62571195	62572960	1	1	1
20	62572961	62574169	2	1	1
20	62575156	62590484	2	1	1
20	62597686	62615872	2	2	1
20	62671290	62683698	2	2	1
20	62686151	62696012	2	1	1
20	62708456	62711930	1	2	1
20	62711931	62717290	1	2	1
20	62722909	62744168	1	2	1
20	62778979	62788875	2	1	1
20	62879965	62888165	1	2	1
21	15573796	15587238	1	2	1
21	15587239	15599780	1	1	1
21	15754564	15761885	1	2	1
21	15952412	15954615	1	1	1
21	15954616	15957686	1	2	1
21	16026914	16035570	1	1	1
21	16288744	16292273	1	1	1
21	16332529	16333937	1	1	1
21	16342253	16344136	1	1	1
21	16419096	16430175	1	1	1
21	16431170	16441387	1	2	1
21	16984882	16989452	1	1	1
21	17057070	17068684	1	1	1
21	17080509	17081737	1	1	1
21	17101309	17106192	2	1	1
21	17404165	17408741	1	1	1
21	17655066	17658133	1	1	1
21	17910026	17912491	1	1	1
21	17962047	17964180	1	1	1
21	18085664	18091423	1	1	1
21	18803423	18805156	1	1	1
21	18808200	18822638	1	1	1
21	18822639	18828165	1	1	1
21	18884235	18889539	1	2	1
21	18978917	18985999	1	2	1
21	19162617	19166508	1	1	1
21	19191120	19193737	1	2	1
21	19258691	19275973	1	2	1
21	19856592	19862699	1	2	1
21	20154807	20164111	1	1	1
21	20717431	20719159	1	1	1
21	21721632	21729436	1	1	1
21	22367421	22371656	1	2	1
21	22593860	22602190	1	1	1
21	22758588	22770897	1	1	1
21	23577284	23581364	1	1	1
21	24652827	24658743	1	1	1
21	26710681	26713774	1	1	1
21	26803999	26805415	1	1	1
21	26837918	26842640	1	1	1
21	26926437	26939577	1	1	1
21	26945874	26948352	1	1	1
21	26977235	26994925	1	2	1
21	27011379	27013761	1	2	1
21	27102338	27108801	1	2	1
21	27305914	27309370	1	1	1
21	27309780	27316210	1	1	1
21	27530248	27536678	1	1	1
21	27540932	27543573	1	2	1
21	27560355	27568201	1	1	1
21	27749829	27751927	1	1	1
21	27760598	27766426	1	1	1
21	27943808	27947994	1	2	1
21	28214457	28218321	1	2	1
21	28261344	28264776	1	1	1
21	28335109	28341607	1	2	1
21	30112950	30117523	1	1	1
21	30247781	30258064	2	1	1
21	30358630	30366352	2	1	1
21	30390625	30395032	2	1	1
21	30395033	30399971	2	1	1
21	30431527	30435396	2	1	1
21	30444293	30454729	2	2	1
21	30549307	30557482	1	1	1
21	30560019	30560474	1	1	1
21	30741895	30749173	1	1	1
21	30967580	30970841	1	2	2
21	31101439	31120532	1	1	1
21	31309113	31312795	2	1	1
21	31536992	31543638	1	2	1
21	31582116	31589132	1	2	1
21	31654569	31656925	1	1	2
21	31656926	31663465	1	1	1
21	31685124	31696197	1	1	2
21	31706561	31717256	1	1	2
21	31717575	31721640	1	1	2
21	31742652	31745407	1	1	2
21	31766308	31775495	1	1	2
21	31794717	31803759	1	1	2
21	31803760	31813417	1	1	2
21	31851876	31859310	1	1	1
21	31859311	31861630	1	1	1
21	31861631	31865710	1	1	1
21	31866021	31872540	1	1	1
21	31872541	31875888	1	1	1
21	31907967	31914728	1	1	1
21	31930360	31939511	1	1	2
21	31958486	31963025	1	1	2
21	31963026	31973351	1	1	1
21	31973352	31975440	1	1	2
21	31987530	31991592	1	1	1
21	31992039	31996799	1	1	2
21	32007037	32007984	1	1	2
21	32007985	32018253	1	1	2
21	32081210	32091220	1	1	1
21	32108624	32119787	1	1	2
21	32124790	32132604	1	2	1
21	32182597	32187991	1	1	2
21	32253164	32257105	1	1	2
21	32409876	32414546	1	1	2
21	32926552	32933406	1	2	1
21	33027273	33039165	2	1	1
21	33242411	33249594	1	2	1
21	33393880	33397906	1	1	1
21	33463716	33468644	1	1	1
21	33648902	33651628	2	1	1
21	33663869	33664847	1	1	1
21	33676998	33688074	1	1	1
21	33748781	33752928	1	1	1
21	33755386	33767163	2	1	1
21	33778818	33787436	1	2	1
21	33902532	33912227	1	1	1
21	33957295	33971565	1	1	2
21	33981685	33987743	2	1	1
21	34136978	34144923	2	1	2
21	34185105	34186999	1	2	1
21	34211206	34227283	1	1	1
21	34395659	34399603	1	2	1
21	34439284	34444230	1	2	1
21	34520386	34529933	1	1	1
21	34539805	34547317	1	1	1
21	34599369	34605700	1	2	1
21	34618186	34623841	1	2	1
21	34638529	34647191	1	1	1
21	34691870	34698194	1	2	1
21	34750663	34761736	1	1	1
21	34849204	34854619	2	1	1
21	34854620	34861406	1	1	1
21	34861480	34868437	2	1	1
21	34958823	34971019	2	1	1
21	35002131	35016421	1	2	1
21	35276191	35285015	2	1	1
21	35286761	35289759	2	1	1
21	35435970	35446576	2	1	1
21	35734485	35751224	1	2	1
21	35764117	35773394	1	2	1
21	35793033	35803608	1	1	2
21	35828224	35828631	1	1	1
21	35882910	35897089	1	2	1
21	35986007	35994905	1	2	1
21	36040124	36043501	2	1	1
21	36111619	36122838	1	1	1
21	37089614	37093509	1	1	1
21	37355907	37360248	1	2	1
21	37427680	37435407	2	1	1
21	37436340	37445494	2	1	1
21	37446011	37452977	2	1	1
21	37519904	37533083	2	1	1
21	37626038	37633260	1	1	1
21	37688830	37716400	1	1	1
21	37755383	37771702	2	1	1
21	37802626	37812544	1	1	1
21	37817837	37818478	1	1	1
21	37948008	37949936	1	2	1
21	38064637	38079278	1	2	1
21	38354885	38365223	2	1	1
21	38371524	38380239	1	2	1
21	38442547	38451649	2	2	1
21	38564668	38570068	1	2	1
21	38635925	38642685	2	1	1
21	38737721	38741699	2	1	1
21	39287452	39293658	1	1	1
21	39528895	39529284	1	2	1
21	39559117	39559966	1	1	1
21	40027318	40040037	1	2	1
21	40174503	40179024	1	2	1
21	40263800	40267501	1	1	1
21	40553065	40557189	1	2	1
21	40686082	40686930	1	1	1
21	40687234	40690031	1	1	1
21	40690032	40695069	2	1	1
21	40717369	40718002	1	1	1
21	40719555	40731084	1	1	2
21	40748849	40752539	2	1	1
21	40815480	40818798	1	2	1
21	40928215	40929944	1	2	1
21	40983756	40986959	1	1	2
21	41236259	41240950	1	2	1
21	41751922	41757657	1	1	1
21	41883986	41899327	1	1	1
21	41949160	41957019	1	1	1
21	42216270	42237420	1	2	1
21	42519586	42520467	1	1	1
21	42538686	42542152	2	1	1
21	42550522	42553493	1	1	1
21	42673290	42678940	1	2	1
21	42709910	42739510	2	1	1
21	42789336	42796949	2	1	1
21	42811968	42814745	1	1	1
21	42900574	42905431	1	2	1
21	42905518	42913268	1	1	1
21	43022986	43030255	1	1	1
21	43130380	43137747	1	1	1
21	43159449	43162123	1	1	1
21	43186452	43188582	1	2	1
21	43287804	43304556	1	2	1
21	43307894	43316840	1	1	1
21	43372398	43381349	1	2	1
21	43429040	43435696	1	2	1
21	43474899	43485362	1	2	1
21	43527497	43542377	1	2	2
21	43607927	43629023	2	1	1
21	43710830	43722618	1	1	1
21	43730489	43740720	1	2	1
21	43768500	43774092	1	2	1
21	43779096	43804366	1	2	2
21	43815763	43817216	1	2	1
21	43823531	43824355	1	2	1
21	43833647	43838109	1	1	1
21	43914201	43920885	2	1	1
21	43979277	43983816	1	1	1
21	44061067	44085971	2	1	1
21	44157127	44163416	1	1	1
21	44296794	44300976	2	2	1
21	44383244	44392159	1	1	1
21	44392160	44404917	1	2	1
21	44476068	44504939	2	1	1
21	44525680	44528217	2	1	1
21	44553178	44575336	1	1	1
21	44582195	44584504	1	1	1
21	44584505	44608139	1	2	1
21	44845321	44849168	1	2	1
21	45076799	45081935	2	2	1
21	45136634	45155324	2	1	1
21	45193993	45199610	2	1	1
21	45199964	45231645	2	1	1
21	45231646	45238051	1	1	1
21	45280242	45286105	2	1	1
21	45332379	45339951	2	1	1
21	45406799	45419890	1	1	1
21	45431247	45434814	1	2	1
21	45522090	45529431	2	1	1
21	45545089	45552222	2	1	1
21	45552223	45565547	2	1	1
21	45619378	45621290	1	1	1
21	45659255	45661939	1	2	1
21	45661940	45671908	1	1	2
21	45676803	45686427	1	1	2
21	45697783	45738235	2	2	1
21	45758088	45762725	2	1	1
21	45869352	45877491	1	2	1
21	45921897	45928351	1	1	1
21	45934428	45946014	1	1	2
21	45957202	45973101	1	1	2
21	45976798	45981502	1	1	2
21	45993090	45997309	1	1	2
21	46006699	46015855	1	1	1
21	46017290	46026850	1	1	2
21	46045141	46065197	2	1	2
21	46066232	46069546	2	1	1
21	46073442	46078753	1	1	2
21	46084471	46096224	1	2	1
21	46098369	46110748	1	2	1
21	46112187	46131611	1	1	1
21	46217191	46223849	2	1	1
21	46227562	46242112	2	1	1
21	46289825	46296390	1	2	1
21	46318593	46356220	1	2	1
21	46357540	46364478	2	1	2
21	46491229	46496124	1	1	1
21	46653997	46656366	1	1	1
21	46700920	46709938	2	1	1
21	46797526	46821603	1	1	1
21	46821604	46843085	1	2	1
21	46961624	46965361	1	2	1
21	47058801	47067193	2	1	1
21	47246345	47259338	1	1	1
21	47386791	47421818	1	2	1
21	47495061	47520287	1	2	1
21	47558962	47573537	2	1	1
21	47573538	47588673	2	1	1
21	47595995	47605690	1	2	1
21	47605691	47620137	2	1	1
21	47639558	47650672	2	1	1
21	47663088	47670595	1	1	1
21	47703554	47712320	2	1	1
21	47743190	47758374	1	2	1
21	47877984	47882636	2	1	1
21	48021868	48031580	1	1	2
21	48054768	48056268	1	2	1
22	17299530	17306838	1	1	2
22	17485356	17492475	1	1	2
22	17559613	17573133	1	2	1
22	17597619	17603360	1	2	1
22	17639413	17646297	2	1	1
22	17728514	17749906	1	1	1
22	17839550	17848230	1	1	1
22	18041794	18062621	2	1	1
22	18107775	18116093	2	2	1
22	18254612	18266062	1	2	1
22	18459436	18465699	1	1	1
22	18504558	18508621	1	2	1
22	18559635	18572892	1	1	1
22	18589776	18595339	2	1	1
22	18628388	18633235	1	2	1
22	18876389	18906482	1	2	1
22	18932217	18965945	1	1	1
22	19098663	19119852	1	2	1
22	19129142	19132559	2	1	1
22	19133863	19146060	1	2	1
22	19162723	19169124	2	1	1
22	19277765	19283804	1	1	1
22	19415435	19421615	2	2	1
22	19421616	19437435	2	2	1
22	19460522	19472869	2	1	1
22	19514162	19518728	1	2	1
22	19691726	19709836	1	1	1
22	19709837	19728698	1	2	1
22	19743981	19745045	1	2	1
22	19928268	19937639	2	1	1
22	19991307	20008443	2	2	1
22	20016886	20021408	1	1	1
22	20070917	20083557	1	2	1
22	20099123	20104195	2	1	1
22	20104196	20105762	2	1	1
22	20111629	20126049	2	1	1
22	20169231	20199479	1	1	1
22	20234218	20246014	1	1	1
22	20250324	20270815	1	2	1
22	20743247	20757633	1	1	2
22	20767194	20778899	1	1	1
22	20789139	20795147	1	2	1
22	20849049	20858323	2	2	1
22	20874573	20891767	2	1	1
22	21074475	21084073	2	1	1
22	21118578	21128530	1	2	1
22	21209944	21220063	2	1	1
22	21261257	21275932	1	2	1
22	21317189	21334132	2	1	1
22	21354010	21359615	1	2	1
22	21399681	21408302	2	1	1
22	21970296	21985324	2	1	1
22	21985325	21988068	1	1	2
22	21988069	21996956	2	1	1
22	22005842	22008052	2	1	1
22	22089491	22115029	2	1	1
22	22213804	22255688	2	1	1
22	22291344	22293336	1	2	1
22	22304820	22327192	2	2	1
22	22327193	22346103	2	1	1
22	22597571	22600147	1	1	2
22	22852081	22863848	1	1	2
22	22867044	22873412	1	1	1
22	22873413	22877614	1	1	2
22	22897265	22909856	1	1	2
22	23006020	23008934	1	1	1
22	23034771	23049583	1	1	2
22	23151590	23168153	1	2	2
22	23194793	23203509	1	1	1
22	23229520	23235425	1	1	1
22	23411530	23425645	1	2	1
22	23476911	23481106	2	1	1
22	23486588	23495161	2	2	1
22	23902493	23914273	1	1	1
22	23921610	23934881	1	1	1
22	23958205	23974546	1	1	2
22	24024252	24035815	1	1	1
22	24092608	24099091	1	1	2
22	24102307	24105215	1	1	2
22	24105827	24116775	2	2	1
22	24121031	24131616	2	2	1
22	24179510	24193552	2	1	1
22	24193553	24214595	2	1	1
22	24223037	24251235	2	1	2
22	24381383	24390752	2	1	1
22	24562071	24597225	2	2	1
22	24638204	24643482	1	2	1
22	24643483	24667862	1	2	1
22	24813221	24822908	1	2	1
22	24860766	24873899	2	1	1
22	24876900	24891983	2	1	1
22	24910677	24929695	2	1	1
22	24947755	24952150	1	1	1
22	24973145	24980014	2	1	1
22	24980015	25000243	2	2	1
22	25170314	25175338	1	1	1
22	25198569	25205969	1	2	1
22	25276083	25297332	1	1	1
22	25341590	25342743	1	2	1
22	25421530	25421776	1	1	1
22	25508433	25510142	1	1	1
22	25593389	25608984	1	2	1
22	25611648	25621362	1	2	1
22	25973888	25980951	1	1	1
22	26127865	26142109	1	2	1
22	26292229	26296524	1	1	1
22	26364844	26384315	1	1	1
22	26554691	26562812	1	1	1
22	26564536	26568309	1	2	1
22	26647201	26651311	1	1	1
22	26819666	26825455	1	2	1
22	26878935	26882691	2	2	1
22	26902488	26921150	2	1	1
22	26948525	26963201	1	2	1
22	26992091	26992758	1	2	1
22	27005810	27018873	1	2	1
22	27427745	27433718	1	1	1
22	28111682	28129792	1	1	1
22	28190335	28209925	1	2	1
22	28314043	28316685	2	1	1
22	28626362	28632581	1	1	1
22	29134809	29138799	2	1	1
22	29161111	29177138	1	2	1
22	29194248	29207234	2	1	1
22	29278992	29280883	1	2	1
22	29456599	29461864	1	1	2
22	29468102	29470453	1	2	1
22	29497557	29508748	1	1	1
22	29529170	29531874	1	1	1
22	29586110	29589151	1	1	1
22	29601524	29604881	1	2	1
22	29647810	29666046	1	2	1
22	29695936	29710106	1	1	1
22	29710107	29726212	1	1	2
22	29726213	29734816	2	1	1
22	29833407	29853638	1	1	1
22	29869289	29877404	2	1	1
22	29950186	29958753	2	1	1
22	29967134	29985186	2	1	1
22	29991160	30000387	1	2	1
22	30112798	30135960	1	2	1
22	30158420	30166464	2	1	1
22	30228423	30240360	2	1	1
22	30292001	30295695	1	1	1
22	30304172	30312113	1	1	1
22	30333134	30340817	1	1	1
22	30473725	30480449	2	1	1
22	30598226	30605105	1	1	1
22	30634657	30638949	1	1	1
22	30640576	30651421	1	2	1
22	30658278	30667019	1	1	2
22	30683909	30689825	1	2	1
22	30689826	30703439	1	2	1
22	30720355	30724061	1	2	1
22	30746916	30755100	2	2	1
22	30789929	30798077	2	1	1
22	30802336	30808993	2	1	1
22	30816909	30821551	2	2	1
22	30860223	30868696	2	1	1
22	30880586	30901147	1	1	1
22	30901148	30906618	1	1	2
22	30941110	30956211	1	2	2
22	30967289	30976623	2	2	1
22	30987175	31007022	2	2	1
22	31025522	31046025	2	1	1
22	31060787	31067447	1	2	1
22	31089546	31091759	2	1	1
22	31314946	31327253	1	2	1
22	31363964	31367404	1	2	1
22	31459972	31463142	1	1	1
22	31515451	31522304	2	1	1
22	31522305	31538011	2	2	1
22	31538012	31561935	1	1	1
22	31607792	31609380	2	1	1
22	31616993	31620432	1	1	1
22	31688131	31690252	1	2	1
22	31739761	31746492	1	2	1
22	31770694	31790238	1	1	1
22	31794286	31796672	2	1	1
22	31847258	31853601	1	2	1
22	31857019	31861678	1	1	1
22	31864702	31891031	2	2	1
22	31891032	31902614	2	2	1
22	32145078	32150873	2	2	1
