frag	phylostrata	mainAge
chr2_74405339_74407273	2	UC
chr2_74424144_74427500	1	UC
chr2_74613721_74622430	2	UC
chr2_74647743_74659966	3	UC
chr2_74662750_74671533	6	EM
chr2_74679386_74682694	2	UC
chr2_74682695_74686012	7	EM
chr2_74686013_74700268	4	EM
chr2_74700269_74701570	6	EM
chr2_74707986_74715608	5.5	EM
chr2_74724092_74730955	11	MM
chr2_74730956_74736767	5	EM
chr2_74737556_74744112	11	MM
chr2_74744890_74755003	8	EM
chr2_74755830_74759481	1	UC
chr2_74775184_74777504	5	EM
chr2_74781292_74782741	2	UC
chr2_74782742_74785563	2	UC
chr2_74873638_74884209	6.5	EM
chr2_75052482_75074860	2	UC
chr2_75183047_75192053	3	UC
chr2_75426286_75427250	5	EM
chr2_75789175_75796960	8	EM
chr2_75873721_75876356	2	UC
chr2_75930851_75939723	9	EM
chr2_79252279_79255243	11	MM
chr2_79312887_79316199	6	EM
chr2_79347039_79350608	6	EM
chr2_79384459_79397374	11	MM
chr2_79411611_79417443	4	EM
chr2_80528836_80537737	8	EM
chr2_84685737_84692653	1	UC
chr2_84741895_84749489	2	UC
chr2_85130697_85133399	11	MM
chr2_85133400_85134084	5	EM
chr2_85134085_85145948	5	EM
chr2_85553989_85556149	8	EM
chr2_85569111_85588477	1	UC
chr2_85641313_85648227	8	EM
chr2_85765298_85769112	1	UC
chr2_85787962_85789968	3	UC
chr2_85810445_85814796	8	EM
chr2_85821241_85824104	2	UC
chr2_85828521_85831898	4.5	EM
chr2_85837686_85864539	5	EM
chr2_85888228_85903711	10	MM
chr2_85909644_85913152	10	MM
chr2_86115619_86116415	8	EM
chr2_86329389_86333737	3.5	EM
chr2_86421583_86427124	3.5	EM
chr2_86554499_86566810	8	EM
chr2_86667027_86670287	2	UC
chr2_86787924_86811297	2	UC
chr2_86849996_86858875	4	EM
chr2_8815511_8821098	5	EM
chr2_87018562_87025149	8	EM
chr2_87034206_87036499	8	EM
chr2_88354752_88358194	10	MM
chr2_88362010_88368604	2	UC
chr2_88422706_88430034	8	EM
chr2_88464032_88472383	1	UC
chr2_8976592_8977570	1	UC
chr2_8977571_8977953	1	UC
chr2_88822767_88830037	12	MM
chr2_88919169_88930322	4	EM
chr2_88986091_88993943	1	UC
chr2_9133601_9147653	2	UC
chr2_9345230_9348145	2	UC
chr2_9560382_9564310	3.5	EM
chr2_940123_949577	6	EM
chr2_9611038_9618802	1	UC
chr2_95686995_95694947	8	EM
chr2_95814246_95815751	2	UC
chr2_95829128_95832923	11.5	MM
chr2_95937351_95950360	9	EM
chr2_95950361_95967791	5	EM
chr2_96063452_96069398	1	UC
chr2_9689098_9699428	4	EM
chr2_96780361_96788417	6	EM
chr2_96799844_96804798	4	EM
chr2_96804799_96811949	8	EM
chr2_96867770_96885100	2	UC
chr2_96930538_96932897	4	EM
chr2_9769927_9774403	9	EM
chr2_96970631_96986564	1	UC
chr2_96990460_96997112	9	EM
chr2_96997113_97002286	2	UC
chr2_97400983_97410766	2	UC
chr2_97425684_97428909	1	UC
chr2_97479267_97488636	8	EM
chr2_97519484_97539562	7	EM
chr2_97631090_97662631	5	EM
chr2_97758351_97763871	1	UC
chr2_98259555_98273935	2	UC
chr2_98279112_98286492	2	UC
chr2_98328998_98337248	5	EM
chr2_98606764_98614584	4	EM
chr2_98702433_98704596	4	EM
chr2_9982520_9983590	4	EM
chr2_99059238_99066598	4	EM
chr2_99223635_99225747	2	UC
chr2_99345539_99349585	4	EM
chr2_99755943_99760332	5	EM
chr2_99769812_99774115	4.5	EM
chr2_99797026_99813885	4	EM
chr2_99907621_99932561	11	MM
chr2_10081378_10096181	4	EM
chr2_100101247_100112316	2	UC
chr20_10197934_10202060	2	UC
chr20_10411365_10415968	8	EM
chr20_10415969_10417723	8	EM
chr20_1201157_1208193	9	EM
chr20_12981541_12993109	1	UC
chr20_13195287_13204250	8	EM
chr20_13610574_13620702	2	UC
chr20_13759014_13768440	1.5	UC
chr20_1537016_1540328	8	EM
chr20_1597364_1604603	9	EM
chr20_16549824_16558997	5	EM
chr20_1637593_1644192	9	EM
chr20_16710408_16719855	2	UC
chr20_16726686_16732876	8	EM
chr20_17201487_17209755	2	UC
chr20_17542510_17551506	5	EM
chr20_17660712_17672229	5	EM
chr20_17672230_17683569	11	MM
chr20_17946510_17951709	6	EM
chr20_18039415_18040335	4	EM
chr20_161620_170741	12	MM
chr20_18118167_18118991	3	UC
chr20_18268774_18269624	12	MM
chr20_18435052_18455802	3	UC
chr20_18467181_18478442	2	UC
chr20_18547861_18550599	1	UC
chr20_18794156_18798174	10	MM
chr20_1874140_1884738	9	EM
chr20_19991461_20000043	1	UC
chr20_20036027_20038729	2	UC
chr20_20683255_20695209	2	UC
chr20_2079500_2083139	7	EM
chr20_21279088_21285371	2	UC
chr20_21491711_21499593	4	EM
chr20_21679033_21688263	5	EM
chr20_206075_209203	12	MM
chr20_2269439_2276997	9	EM
chr20_23027371_23034119	8	EM
chr20_23063909_23070090	8	EM
chr20_23325253_23337723	2	UC
chr20_23342097_23348753	8	EM
chr20_23414657_23423968	12	MM
chr20_23424342_23434091	12	MM
chr20_23547762_23554625	12	MM
chr20_23585058_23587529	14	MM
chr20_23859454_23860639	13	MM
chr20_2450020_2451863	2	UC
chr20_24925318_24934112	8	EM
chr20_24972345_24985047	2	UC
chr20_25036380_25043735	1	UC
chr20_25058159_25062797	8	EM
chr20_25062798_25063156	8	EM
chr20_25173847_25176861	2	UC
chr20_2501611_2506026	14	MM
chr20_25227277_25231213	1	UC
chr20_233983_239479	12	MM
chr20_25366671_25376452	3	UC
chr20_25378950_25388921	2	UC
chr20_25600271_25606504	1	UC
chr20_25671648_25685589	2	UC
chr20_2622980_2637446	1	UC
chr20_2637447_2648603	2	UC
chr20_2778071_2781636	8	EM
chr20_268639_284501	6	EM
chr20_3022958_3037442	9	EM
chr20_3064332_3066897	8	EM
chr20_29839619_29848244	13	MM
chr20_29895543_29898229	12	MM
chr20_29955391_29956983	12	MM
chr20_29974399_29990601	12	MM
chr20_29997641_30000738	12	MM
chr20_30024278_30028895	12	MM
chr20_30062126_30071278	10	MM
chr20_30100939_30104642	2	UC
chr20_30175415_30199624	8	EM
chr20_30309972_30316699	4	EM
chr20_30406625_30412765	8	EM
chr20_30432850_30442832	9	EM
chr20_30535281_30547876	2	UC
chr20_30637304_30641477	8	EM
chr20_30695849_30703607	2	UC
chr20_30794460_30799629	6	EM
chr20_30865149_30867214	2	UC
chr20_305699_309123	11	MM
chr20_31330613_31334874	2	UC
chr20_31667188_31687025	7	EM
chr20_31744703_31751221	12	MM
chr20_31802019_31816032	12	MM
chr20_31821777_31825664	10	MM
chr20_32024306_32034152	8	EM
chr20_32072988_32084077	4	EM
chr20_32206634_32252389	11	MM
chr20_32254019_32262823	9.5	EM
chr20_32308233_32320809	5	EM
chr20_32398029_32403840	2	UC
chr20_32581135_32583106	8	EM
chr20_32874333_32906363	1	UC
chr20_32937950_32953759	3	UC
chr20_33096030_33104789	2	UC
chr20_33134511_33149346	4	EM
chr20_33289251_33298452	5	EM
chr20_33452578_33468129	1	UC
chr20_33811164_33820747	5	EM
chr20_34042484_34047408	8	EM
chr20_34194344_34209460	3	UC
chr20_34286389_34289999	1.5	UC
chr20_34328092_34358143	2	UC
chr20_34359642_34364286	5	EM
chr20_34546062_34547914	11	MM
chr20_341636_344011	8	EM
chr20_34821819_34830984	2	UC
chr20_35166372_35179898	3	UC
chr20_35200128_35213969	9	EM
chr20_3639448_3659815	12	MM
chr20_35232257_35237961	2	UC
chr20_35272753_35275600	8	EM
chr20_35373454_35380211	2	UC
chr20_3661351_3674501	4	EM
chr20_35490799_35495745	7	EM
chr20_35557157_35583787	1	UC
chr20_35888367_35895684	8	EM
chr20_35916570_35923815	6	EM
chr20_36149211_36164466	8.5	EM
chr20_3761024_3764350	2	UC
chr20_3764351_3769872	2	UC
chr20_36659055_36666296	2.5	UC
chr20_3785103_3805002	4	EM
chr20_36791487_36795275	8	EM
chr20_36882280_36889526	3.5	EM
chr20_36971150_36982059	2	UC
chr20_37098968_37101883	2	UC
chr20_37209070_37215447	13	MM
chr20_37227420_37232214	8	EM
chr20_37352112_37355230	2	UC
chr20_37372292_37382197	2	UC
chr20_37419554_37435882	4	EM
chr20_3867382_3882473	1	UC
chr20_37537349_37565205	8	EM
chr20_37587585_37592004	2	UC
chr20_4021977_4064650	15	MM
chr20_39317121_39324264	4	EM
chr20_39656513_39662867	2	UC
chr20_39765141_39773243	5	EM
chr20_39944116_39951817	8	EM
chr20_39963284_39976234	2	UC
chr20_39988617_40008657	8	EM
chr20_40242549_40247165	1	UC
chr20_41815764_41820474	3	UC
chr20_42085416_42087647	2	UC
chr20_42131838_42138256	4	EM
chr20_42186927_42188816	2	UC
chr20_42216587_42232232	2	UC
chr20_42293719_42296744	2	UC
chr20_42352627_42361737	12	MM
chr20_42807686_42819770	4	EM
chr20_42837311_42840456	6	EM
chr20_42874146_42876194	8	EM
chr20_42932846_42948816	3	UC
chr20_43096292_43105405	2	UC
chr20_43147013_43155715	2	UC
chr20_43434785_43443923	8	EM
chr20_43538253_43543471	2	UC
chr20_43590557_43595716	2	UC
chr20_43742035_43744963	10	MM
chr20_43798827_43808425	12	MM
chr20_43832265_43835901	14	MM
chr20_43839137_43850797	14	MM
chr20_43927665_43936121	3	UC
chr20_43936122_43937190	8	EM
chr20_43972502_43978583	8	EM
chr20_43990186_44000539	2	UC
chr20_44022652_44040898	9	EM
chr20_44041084_44049510	2	UC
chr20_44097149_44103186	6	EM
chr20_44256623_44267983	12	MM
chr20_44329805_44330966	12	MM
chr20_44330967_44334199	15	MM
chr20_44347092_44352647	6	EM
chr20_44417203_44427262	4.5	EM
chr20_44438565_44442365	2	UC
chr20_44452862_44471524	6	EM
chr20_44501533_44511006	9	EM
chr20_44517051_44521324	3	UC
chr20_44596299_44607204	8	EM
chr20_44635364_44641816	7	EM
chr20_44643933_44652724	2	UC
chr20_44717181_44719890	4	EM
chr20_44743258_44754234	7	EM
chr20_44918845_44941149	7	EM
chr20_44991883_45009619	2	UC
chr20_45060668_45062798	2	UC
chr20_45175650_45183489	8	EM
chr20_45311943_45312899	6	EM
chr20_45312900_45317562	6	EM
chr20_45317563_45318836	1	UC
chr20_45336238_45342109	8	EM
chr20_4694698_4702845	11	MM
chr20_45985105_45987938	6	EM
chr20_4717472_4729637	14	MM
chr20_46129962_46131962	6	EM
chr20_46413130_46417882	4	EM
chr20_4794782_4805287	2	UC
chr20_47439943_47447636	4	EM
chr20_47522906_47540091	2	UC
chr20_47662240_47665517	2	UC
chr20_47822895_47836841	1	UC
chr20_47889560_47895795	2	UC
chr20_48173075_48187730	8	EM
chr20_48428146_48435609	1	UC
chr20_48531209_48540084	6	EM
chr20_48540085_48554620	2	UC
chr20_48596604_48605495	10	MM
chr20_48726305_48734968	2	UC
chr20_48768941_48770432	2	UC
chr20_48799088_48815510	8	EM
chr20_49118841_49127665	4	EM
chr20_49347302_49349539	4	EM
chr20_49411130_49415969	11	MM
chr20_49544877_49556960	8	EM
chr20_49574910_49578116	1	UC
chr20_49637482_49640380	8	EM
chr20_5089241_5094302	2	UC
chr20_5101169_5114541	1	UC
chr20_50173618_50181969	8	EM
chr20_50417053_50421846	6	EM
chr20_50794734_50822903	6	EM
chr20_5291399_5301569	8	EM
chr20_52225205_52226927	8	EM
chr20_52680157_52693968	9	EM
chr20_52789343_52791792	2	UC
chr20_52822455_52830727	2	UC
chr20_53088962_53095770	6	EM
chr20_5585992_5601172	2	UC
chr20_54931408_54939156	2	UC
chr20_54962085_54967538	2	UC
chr20_54980028_54991744	8	EM
chr20_55042694_55052056	2	UC
chr20_55086225_55093767	15	MM
chr20_55106314_55111414	10	MM
chr20_55200942_55207897	6	EM
chr20_55923186_55926598	2	UC
chr20_55957140_55973022	2	UC
chr20_5724693_5731339	9	EM
chr20_56095559_56106553	6	EM
chr20_56130824_56136870	1	UC
chr20_56193281_56203075	12	MM
chr20_56798095_56804680	4	EM
chr20_56878596_56885603	2	UC
chr20_56960145_56972653	2	UC
chr20_57086477_57100617	5	EM
chr20_57257785_57269727	1	UC
chr20_57411518_57416818	4	EM
chr20_57553714_57562373	2	UC
chr20_57581110_57583238	2	UC
chr20_57593225_57599657	2	UC
chr20_57604578_57609750	2	UC
chr20_5889637_5893477	8	EM
chr20_57697479_57707979	9	EM
chr20_57874173_57876292	8	EM
chr20_5929472_5933156	1.5	UC
chr20_58149284_58157950	8	EM
chr20_58513750_58515224	6	EM
chr20_58533117_58533568	8	EM
chr20_5983641_5991869	1	UC
chr20_58618553_58631797	15	MM
chr20_582861_597761	5	EM
chr20_6029080_6034995	9	EM
chr20_6096580_6111133	4	EM
chr20_59824329_59829073	8	EM
chr20_60638150_60647704	2	UC
chr20_60686263_60702560	2	UC
chr20_60710317_60743251	3	UC
chr20_60756847_60762448	1	UC
chr20_60782260_60799029	8	EM
chr20_60799030_60816440	2	UC
chr20_60939241_60958236	1	UC
chr20_60972715_60993505	6	EM
chr20_60993881_61005465	8	EM
chr20_61272978_61278954	15	MM
chr20_61430694_61440410	2	UC
chr20_61447559_61450121	6	EM
chr20_61491453_61497596	9	EM
chr20_61633544_61644276	4	EM
chr20_61845349_61851929	2	UC
chr20_61855948_61877277	6	EM
chr20_61897326_61906654	2	UC
chr20_61916956_61927625	8	EM
chr20_61991360_62011837	5	EM
chr20_62102261_62105543	2	UC
chr20_62109314_62136964	1	UC
chr20_62168042_62170996	8	EM
chr20_62170997_62186340	8	EM
chr20_62360730_62374857	8	EM
chr20_62457081_62472097	7	EM
chr20_62486746_62496889	7.5	EM
chr20_62525548_62527570	5	EM
chr20_62575156_62590484	1	UC
chr20_62597686_62615872	4.66666666666667	EM
chr20_62671290_62683698	5	EM
chr20_62708456_62711930	6.5	EM
chr20_62722909_62744168	8	EM
chr20_62778979_62788875	3	UC
chr20_62879965_62888165	6	EM
chr20_654526_662251	4	EM
chr20_6734176_6751505	5	EM
chr20_7997490_8001115	9	EM
chr20_807466_818974	8	EM
chr20_66476_71941	12	MM
chr20_9040951_9051637	4	EM
chr20_895252_898813	6	EM
chr20_9490212_9501720	8	EM
chr21_15754564_15761885	5	EM
chr21_15954616_15957686	8	EM
chr21_16431170_16441387	8	EM
chr21_17101309_17106192	2	UC
chr21_18884235_18889539	8	EM
chr21_18978917_18985999	6	EM
chr21_19191120_19193737	8	EM
chr21_19258691_19275973	8	EM
chr21_19856592_19862699	6	EM
chr21_22367421_22371656	4	EM
chr21_26977235_26994925	6	EM
chr21_27011379_27013761	8	EM
chr21_27102338_27108801	4	EM
chr21_27540932_27543573	4	EM
chr21_28214457_28218321	5	EM
chr21_28335109_28341607	5	EM
chr21_30247781_30258064	1	UC
chr21_30358630_30366352	2	UC
chr21_30390625_30395032	3	UC
chr21_30395033_30399971	2	UC
chr21_30444293_30454729	5	EM
chr21_31309113_31312795	2	UC
chr21_31536992_31543638	8	EM
chr21_31582116_31589132	8	EM
chr21_31717575_31721640	15	MM
chr21_31766308_31775495	10	MM
chr21_31794717_31803759	14	MM
chr21_31930360_31939511	14	MM
chr21_31958486_31963025	14	MM
chr21_31992039_31996799	15	MM
chr21_32007985_32018253	15	MM
chr21_32108624_32119787	14	MM
chr21_32124790_32132604	5	EM
chr21_32182597_32187991	10	MM
chr21_32253164_32257105	10	MM
chr21_32926552_32933406	5	EM
chr21_33027273_33039165	1	UC
chr21_33648902_33651628	2	UC
chr21_33755386_33767163	2	UC
chr21_33957295_33971565	14	MM
chr21_33981685_33987743	2	UC
chr21_34097995_34100624	2	UC
chr21_34136978_34144923	2	UC
chr21_34185105_34186999	9	EM
chr21_34599369_34605700	9	EM
chr21_34618186_34623841	8	EM
chr21_34691870_34698194	8	EM
chr21_34849204_34854619	2	UC
chr21_34861480_34868437	2	UC
chr21_34958823_34971019	2	UC
chr21_35002131_35016421	4	EM
chr21_35286761_35289759	1	UC
chr21_35734485_35751224	9	EM
chr21_35764117_35773394	9	EM
chr21_35986007_35994905	5	EM
chr21_36040124_36043501	2	UC
chr21_37436340_37445494	1	UC
chr21_37446011_37452977	2	UC
chr21_37505092_37511591	1	UC
chr21_37519904_37533083	2	UC
chr21_37755383_37771702	2	UC
chr21_38354885_38365223	1	UC
chr21_38442547_38451649	3.5	EM
chr21_38635925_38642685	2	UC
chr21_38737721_38741699	2	UC
chr21_39528895_39529284	8	EM
chr21_40174503_40179024	8	EM
chr21_40553065_40557189	4	EM
chr21_40690032_40695069	2	UC
chr21_40719555_40731084	12	MM
chr21_40748849_40752539	3	UC
chr21_40815480_40818798	5.5	EM
chr21_40928215_40929944	9	EM
chr21_42216270_42237420	4	EM
chr21_42538686_42542152	2	UC
chr21_42673290_42678940	6	EM
chr21_42789336_42796949	2	UC
chr21_42900574_42905431	5	EM
chr21_43186452_43188582	8	EM
chr21_43287804_43304556	8	EM
chr21_43429040_43435696	8	EM
chr21_43779096_43804366	11	MM
chr21_43815763_43817216	6	EM
chr21_43823531_43824355	9	EM
chr21_43914201_43920885	1.5	UC
chr21_44296794_44300976	5	EM
chr21_44525680_44528217	2	UC
chr21_44584505_44608139	6	EM
chr21_45076799_45081935	3	UC
chr21_45199964_45231645	2	UC
chr21_45431247_45434814	4	EM
chr21_45552223_45565547	1	UC
chr21_45659255_45661939	9	EM
chr21_45758088_45762725	2	UC
chr21_45869352_45877491	8	EM
chr21_46073442_46078753	14	MM
chr21_46084471_46096224	5	EM
chr21_46098369_46110748	9	EM
chr21_46217191_46223849	2	UC
chr21_46227562_46242112	2	UC
chr21_46357540_46364478	3	UC
chr21_46700920_46709938	2	UC
chr21_46961624_46965361	6	EM
chr21_47058801_47067193	2	UC
chr21_47595995_47605690	8	EM
chr21_47639558_47650672	1	UC
chr21_47703554_47712320	1.5	UC
chr21_47743190_47758374	6.5	EM
chr21_47877984_47882636	1	UC
chr21_48021868_48031580	15	MM
chr21_48054768_48056268	5	EM
chr22_17299530_17306838	15	MM
chr22_17485356_17492475	15	MM
chr22_17559613_17573133	7	EM
chr22_17597619_17603360	8	EM
chr22_17639413_17646297	2	UC
chr22_17702410_17703920	2	UC
chr22_18107775_18116093	3	UC
chr22_18254612_18266062	9	EM
chr22_18504558_18508621	4	EM
chr22_18589776_18595339	2	UC
chr22_18628388_18633235	8	EM
chr22_19098663_19119852	5.5	EM
chr22_19129142_19132559	2	UC
chr22_19133863_19146060	8	EM
chr22_19162723_19169124	2	UC
chr22_19415435_19421615	4	EM
chr22_19421616_19437435	3	UC
chr22_19460522_19472869	2	UC
chr22_19709837_19728698	8	EM
chr22_19743981_19745045	5	EM
chr22_19991307_20008443	4	EM
chr22_20099123_20104195	2	UC
chr22_20104196_20105762	1	UC
chr22_20111629_20126049	2	UC
chr22_20849049_20858323	5.5	EM
chr22_21118578_21128530	8	EM
chr22_21209944_21220063	2	UC
chr22_21261257_21275932	5	EM
chr22_21354010_21359615	6	EM
chr22_21970296_21985324	1	UC
chr22_21985325_21988068	11	MM
chr22_21988069_21996956	2	UC
chr22_22089491_22115029	2	UC
chr22_22304820_22327192	8	EM
chr22_22597571_22600147	12	MM
chr22_22852081_22863848	12	MM
chr22_23034771_23049583	11.5	MM
chr22_23151590_23168153	10.3333333333333	MM
chr22_23486588_23495161	4	EM
chr22_24102307_24105215	10	MM
chr22_24105827_24116775	5	EM
chr22_24121031_24131616	2	UC
chr22_24179510_24193552	2	UC
chr22_24193553_24214595	1	UC
chr22_24223037_24251235	2	UC
chr22_24638204_24643482	8	EM
chr22_24643483_24667862	5	EM
chr22_24813221_24822908	4	EM
chr22_24876900_24891983	2	UC
chr22_24973145_24980014	1	UC
chr22_25198569_25205969	4	EM
chr22_25341590_25342743	5	EM
chr22_25593389_25608984	8	EM
chr22_25611648_25621362	7	EM
chr22_26127865_26142109	4	EM
chr22_26564536_26568309	6	EM
chr22_26819666_26825455	4	EM
chr22_26825456_26830201	4	EM
chr22_26878935_26882691	4	EM
chr22_26902488_26921150	2	UC
chr22_26992091_26992758	5	EM
chr22_28314043_28316685	2	UC
chr22_29134809_29138799	1.5	UC
chr22_29161111_29177138	8	EM
chr22_29194248_29207234	2	UC
chr22_29278992_29280883	4	EM
chr22_29647810_29666046	7	EM
chr22_29710107_29726212	10	MM
chr22_29950186_29958753	2	UC
chr22_29967134_29985186	1	UC
chr22_29991160_30000387	5	EM
chr22_30112798_30135960	8	EM
chr22_30158420_30166464	2	UC
chr22_30228423_30240360	2	UC
chr22_30473725_30480449	2	UC
chr22_30640576_30651421	9	EM
chr22_30658278_30667019	12	MM
chr22_30683909_30689825	5	EM
chr22_30720355_30724061	4	EM
chr22_30746916_30755100	2.66666666666667	UC
chr22_30789929_30798077	2	UC
chr22_30821552_30823982	2	UC
chr22_30860223_30868696	2	UC
chr22_30987175_31007022	5.33333333333333	EM
chr22_31089546_31091759	2	UC
chr22_31607792_31609380	3	UC
chr22_31688131_31690252	8	EM
chr22_31739761_31746492	8	EM
chr22_31794286_31796672	1	UC
chr22_31864702_31891031	2	UC
chr22_32053084_32061136	1	UC
chr22_32145078_32150873	4.5	EM
chr22_32338419_32342896	11.5	MM
chr22_32594664_32606393	14	MM
chr22_32740682_32750948	10	MM
chr22_32807140_32809333	1	UC
chr22_32860158_32865647	9	EM
chr22_32868054_32872509	2	UC
chr22_33190122_33206919	5	EM
chr22_35459652_35463379	3	UC
chr22_35653306_35663436	5	EM
chr22_35774859_35797888	5	EM
chr22_35934555_35942058	6	EM
chr22_36033286_36036752	8	EM
chr22_36036753_36045628	12	MM
chr22_36420336_36427776	5	EM
chr22_36559197_36566090	5	EM
chr22_36868212_36889080	1	UC
chr22_36889689_36906558	4	EM
chr22_37402121_37404988	9	EM
chr22_37404989_37416669	1	UC
chr22_37446634_37449442	8	EM
chr22_37590381_37601800	7	EM
chr22_37608159_37618309	8	EM
chr22_37618650_37644190	2	UC
chr22_37677626_37689045	9	EM
chr22_37879491_37882803	8	EM
chr22_37902960_37929508	9	EM
chr22_37943591_37959584	8	EM
chr22_38000189_38016573	2	UC
chr22_38030114_38038549	8	EM
chr22_38092097_38113351	5	EM
chr22_38243783_38246325	2	UC
chr22_38288421_38307656	6	EM
chr22_38382148_38393335	6	EM
chr22_38448582_38454138	4	EM
chr22_38480079_38481352	8	EM
chr22_38499888_38512913	8	EM
chr22_38792851_38797579	2	UC
chr22_38847391_38864927	8.5	EM
chr22_38961169_38978064	1	UC
chr22_39096059_39100342	2	UC
chr22_39100343_39105594	1	UC
chr22_39252374_39269152	5	EM
chr22_39377462_39390173	15	MM
chr22_39639473_39644673	8	EM
chr22_39715201_39728660	1	UC
chr22_39739796_39747278	4	EM
chr22_39850656_39857530	2	UC
chr22_39894355_39896630	8	EM
chr22_39915113_39920781	6	EM
chr22_39920782_39929701	6	EM
chr22_39958445_39967672	2	UC
chr22_40280567_40299081	9	EM
chr22_40389522_40398289	8	EM
chr22_40436829_40449114	3	UC
chr22_40737045_40748584	1	UC
chr22_41029731_41036194	3	UC
chr22_41211766_41224843	2	UC
chr22_41250330_41253798	1.5	UC
chr22_41257933_41258319	12	MM
chr22_41342048_41347954	2	UC
chr22_41486547_41490028	2	UC
chr22_41599327_41603024	5	EM
chr22_41603025_41655938	7	EM
chr22_41692255_41699409	7	EM
chr22_41864756_41866344	1.5	UC
chr22_41928533_41943294	1	UC
chr22_41955964_41956839	8	EM
chr22_42015859_42017903	2	UC
chr22_42083934_42086622	12	MM
chr22_42094701_42100302	5	EM
chr22_42194901_42207755	4	EM
chr22_42227549_42233058	4	EM
chr22_42315943_42330594	9	EM
chr22_42330595_42346143	5	EM
chr22_42360040_42374973	3	UC
chr22_42475427_42479235	6	EM
chr22_42820683_42829036	9	EM
chr22_43409329_43433936	4	EM
chr22_43533261_43544278	1	UC
chr22_43544279_43553968	1	UC
chr22_43737953_43741163	7	EM
chr22_43804805_43813914	2	UC
chr22_44206299_44215527	4	EM
chr22_44255217_44259973	8	EM
chr22_44285053_44290779	10	MM
chr22_44317201_44324107	2	UC
chr22_44350473_44356749	1	UC
chr22_44389095_44397375	4	EM
chr22_44565122_44580610	8	EM
chr22_44703324_44718717	8	EM
chr22_44754456_44763438	15	MM
chr22_44882272_44896399	12	MM
chr22_45095213_45101049	9	EM
chr22_45402948_45415120	8	EM
chr22_45545679_45563002	2	UC
chr22_45675074_45692673	8	EM
chr22_45695623_45707692	10	MM
chr22_46325986_46379739	6	EM
chr22_46545034_46556085	6	EM
chr22_46657648_46664661	3	UC
chr22_46691129_46702728	4	EM
chr22_46726720_46732997	1	UC
chr22_46962359_46978106	5	EM
chr22_47117965_47152845	2	UC
chr22_47152846_47174325	2	UC
chr22_47881461_47883020	15	MM
chr22_50047218_50052751	15	MM
chr22_50309342_50315529	3	UC
chr22_50348513_50361976	5	EM
chr22_50520885_50524558	8	EM
chr22_50524570_50531703	2	UC
chr22_50603740_50611405	5	EM
chr22_50611406_50628732	1	UC
chr22_50654592_50721146	3.75	EM
chr22_50732906_50747545	4	EM
chr22_50747546_50766421	2	UC
chr22_50924847_50929519	2	UC
chr22_50939776_50948290	2	UC
chr22_50952432_50973922	1	UC
chr22_50999403_51005167	8	EM
chr3_99831381_99837495	7	EM
chr3_10066305_10073847	2	UC
chr3_99975954_99981154	2	UC
chr3_100052230_100054461	1	UC
chr3_100117626_100122231	8	EM
chr3_100210296_100216113	2	UC
chr3_100420159_100432306	4	EM
chr3_100709288_100714790	8	EM
chr3_10171356_10187793	2	UC
chr3_101228074_101232823	2	UC
chr3_101269444_101281827	6	EM
chr3_101290948_101296159	4	EM
chr3_10203161_10208792	9	EM
chr3_101393991_101404832	8	EM
chr3_101404833_101410443	2	UC
chr3_101440559_101446653	4	EM
chr3_101496145_101499494	7	EM
chr3_101541253_101550916	8	EM
chr3_101815735_101821460	8	EM
chr3_10284356_10289861	1	UC
chr3_10289862_10291535	1	UC
chr3_10329158_10336343	8	EM
chr3_105084064_105086861	7	EM
chr3_105587171_105597149	4	EM
chr3_10746391_10755850	2	UC
chr3_107240736_107246671	6	EM
chr3_107809073_107817390	9	EM
chr3_10855349_10865990	3	UC
chr3_108014940_108017414	8	EM
chr3_108242423_108251962	1	UC
chr3_108304294_108308329	5	EM
chr3_108308330_108309132	5.5	EM
chr3_108471896_108479324	5	EM
chr3_108540528_108542069	9	EM
chr3_108671870_108677513	9	EM
chr3_108834280_108838316	12	MM
chr3_1134191_1136165	6	EM
chr3_109052582_109060980	11	MM
chr3_11023192_11036861	3	UC
chr3_110604253_110619202	15	MM
chr3_11174437_11181863	5	EM
chr3_111313098_111318147	10	MM
chr3_111447382_111452118	5	EM
chr3_111695488_111699177	1	UC
chr3_111716000_111721203	3	UC
chr3_111804273_111807454	8	EM
chr3_111851530_111855451	12	MM
chr3_112010363_112013926	5	EM
chr3_112217316_112219701	10	MM
chr3_112279729_112281537	3.5	EM
chr3_11312107_11315014	2	UC
chr3_112685813_112693908	9	EM
chr3_112693909_112695161	9	EM
chr3_112925012_112930415	8	EM
chr3_113232859_113236551	4	EM
chr3_113459789_113466450	1	UC
chr3_114864956_114874500	8	EM
chr3_11872021_11891969	2	UC
chr3_118860364_118872005	6.5	EM
chr3_118889906_118899561	6	EM
chr3_118948999_118960427	8	EM
chr3_119011485_119014816	8	EM
chr3_119184637_119188434	3.5	EM
chr3_119215046_119217918	4	EM
chr3_119253361_119279367	9	EM
chr3_119295533_119299881	5	EM
chr3_119303946_119322708	8	EM
chr3_119379574_119391115	8	EM
chr3_119395735_119402240	2	UC
chr3_119420374_119423385	2	UC
chr3_119495743_119502148	8	EM
chr3_119810049_119813945	2	UC
chr3_119995742_120005552	8	EM
chr3_120067484_120069179	4	EM
chr3_120314666_120316040	6	EM
chr3_120401153_120404256	1	UC
