chr1	start1	end1	chr2	start2	end2	frag1	frag2	bait_name	otherEnd_name
17	27278716	27285365	17	27046828	27048611	17_27278716_27285365	17_27046828_27048611	PHF12;PIPOX;SEZ6	RPL23A;SNORD42B
17	27278716	27285365	17	27049991	27055527	17_27278716_27285365	17_27049991_27055527	PHF12;PIPOX;SEZ6	AC010761.14;NEK8;RPL23A;SNORD42A;SNORD4B;TLCD1
17	27894880	27897713	17	27046828	27048611	17_27894880_27897713	17_27046828_27048611	RP11-68I3.4;TP53I13	RPL23A;SNORD42B
17	27894880	27897713	17	27278716	27285365	17_27894880_27897713	17_27278716_27285365	RP11-68I3.4;TP53I13	PHF12;PIPOX;SEZ6
17	27894880	27897713	17	27617372	27622808	17_27894880_27897713	17_27617372_27622808	RP11-68I3.4;TP53I13	NUFIP2
17	27894880	27897713	17	27712868	27729141	17_27894880_27897713	17_27712868_27729141	RP11-68I3.4;TP53I13	MIR4523;RNU4-34P;TAOK1
17	27894880	27897713	17	27948741	27950690	17_27894880_27897713	17_27948741_27950690	RP11-68I3.4;TP53I13	CORO6;RP11-68I3.10
17	27894880	27897713	17	28249062	28257980	17_27894880_27897713	17_28249062_28257980	RP11-68I3.4;TP53I13	EFCAB5;SSH2
17	27894880	27897713	17	28441843	28444987	17_27894880_27897713	17_28441843_28444987	RP11-68I3.4;TP53I13	MIR3184;MIR423;NSRP1;RP11-1148O4.2
17	27909762	27919017	17	28249062	28257980	17_27909762_27919017	17_28249062_28257980	ANKRD13B;GIT1	EFCAB5;SSH2
17	29156673	29161753	17	29701174	29707014	17_29156673_29161753	17_29701174_29707014	ATAD5;CTD-2349P21.1	NF1
17	29285997	29298672	17	29701174	29707014	17_29285997_29298672	17_29701174_29707014	RN7SL138P;RNF135;RP11-848P1.2;RP11-848P1.3	NF1
17	29417757	29426058	17	28655411	28661300	17_29417757_29426058	17_28655411_28661300	MIR4733;NF1;RP11-848P1.5	TMIGD1
17	29417757	29426058	17	29646615	29655532	17_29417757_29426058	17_29646615_29655532	MIR4733;NF1;RP11-848P1.5	EVI2A
17	29417757	29426058	17	29701174	29707014	17_29417757_29426058	17_29701174_29707014	MIR4733;NF1;RP11-848P1.5	NF1
17	29417757	29426058	17	29713801	29725628	17_29417757_29426058	17_29713801_29725628	MIR4733;NF1;RP11-848P1.5	RAB11FIP4
17	29640070	29642700	17	29701174	29707014	17_29640070_29642700	17_29701174_29707014	EVI2B	NF1
17	30184498	30187887	17	29701174	29707014	17_30184498_30187887	17_29701174_29707014	COPRS	NF1
17	30184498	30187887	17	29713801	29725628	17_30184498_30187887	17_29713801_29725628	COPRS	RAB11FIP4
17	30665695	30669366	17	30470057	30470999	17_30665695_30669366	17_30470057_30470999	C17orf75	AC090616.2
17	30665695	30669366	17	30589496	30594560	17_30665695_30669366	17_30589496_30594560	C17orf75	RHBDL3
17	30669367	30683017	17	30470057	30470999	17_30669367_30683017	17_30470057_30470999	C17orf75;MIR632;OOSP1P2;ZNF207	AC090616.2
17	30768947	30773137	17	30589496	30594560	17_30768947_30773137	17_30589496_30594560	PSMD11	RHBDL3
17	30768947	30773137	17	31202849	31210495	17_30768947_30773137	17_31202849_31210495	PSMD11	AC084809.2;MYO1D
17	31202849	31210495	17	30809728	30820455	17_31202849_31210495	17_30809728_30820455	AC084809.2;MYO1D	CDK5R1
17	33413210	33420142	17	32904524	32914787	17_33413210_33420142	17_32904524_32914787	RFFL	C17orf102;TMEM132E
17	33413210	33420142	17	33285820	33294187	17_33413210_33420142	17_33285820_33294187	RFFL	CCT6B;ZNF830
17	33413210	33420142	17	33305146	33313992	17_33413210_33420142	17_33305146_33313992	RFFL	CCT6B;LIG3
17	33438813	33453513	17	33305146	33313992	17_33438813_33453513	17_33305146_33313992	FNDC8;RAD51D;RAD51L3-RFFL	CCT6B;LIG3
17	33438813	33453513	17	33861853	33864995	17_33438813_33453513	17_33861853_33864995	FNDC8;RAD51D;RAD51L3-RFFL	SLFN12L
17	33467178	33470942	17	33861853	33864995	17_33467178_33470942	17_33861853_33864995	NLE1	SLFN12L
17	33467178	33470942	17	33903398	33906837	17_33467178_33470942	17_33903398_33906837	NLE1	AP2B1;PEX12
17	33471018	33476048	17	33861853	33864995	17_33471018_33476048	17_33861853_33864995	UNC45B	SLFN12L
17	33471018	33476048	17	33903398	33906837	17_33471018_33476048	17_33903398_33906837	UNC45B	AP2B1;PEX12
17	33471018	33476048	17	34057975	34060268	17_33471018_33476048	17_34057975_34060268	UNC45B	RASL10B
17	33568746	33574807	17	33861853	33864995	17_33568746_33574807	17_33861853_33864995	RP11-799D4.4;SLFN5	SLFN12L
17	33758189	33762708	17	33467178	33470942	17_33758189_33762708	17_33467178_33470942	SLFN12	NLE1
17	33758189	33762708	17	33568746	33574807	17_33758189_33762708	17_33568746_33574807	SLFN12	RP11-799D4.4;SLFN5
17	33758189	33762708	17	33774280	33790599	17_33758189_33762708	17_33774280_33790599	SLFN12	RP11-1094M14.7;SLFN13
17	33758189	33762708	17	33861853	33864995	17_33758189_33762708	17_33861853_33864995	SLFN12	SLFN12L
17	33758189	33762708	17	33903398	33906837	17_33758189_33762708	17_33903398_33906837	SLFN12	AP2B1;PEX12
17	33758189	33762708	17	34057975	34060268	17_33758189_33762708	17_34057975_34060268	SLFN12	RASL10B
17	33758189	33762708	17	35287723	35294900	17_33758189_33762708	17_35287723_35294900	SLFN12	LHX1;RP11-445F12.1
17	33861853	33864995	17	33467178	33470942	17_33861853_33864995	17_33467178_33470942	SLFN12L	NLE1
17	33861853	33864995	17	33471018	33476048	17_33861853_33864995	17_33471018_33476048	SLFN12L	UNC45B
17	33903398	33906837	17	33467178	33470942	17_33903398_33906837	17_33467178_33470942	AP2B1;PEX12	NLE1
17	33903398	33906837	17	33471018	33476048	17_33903398_33906837	17_33471018_33476048	AP2B1;PEX12	UNC45B
17	33912957	33915548	17	33285820	33294187	17_33912957_33915548	17_33285820_33294187	AP2B1	CCT6B;ZNF830
17	33912957	33915548	17	33467178	33470942	17_33912957_33915548	17_33467178_33470942	AP2B1	NLE1
17	33912957	33915548	17	33568746	33574807	17_33912957_33915548	17_33568746_33574807	AP2B1	RP11-799D4.4;SLFN5
17	33912957	33915548	17	33861853	33864995	17_33912957_33915548	17_33861853_33864995	AP2B1	SLFN12L
17	33912957	33915548	17	33903398	33906837	17_33912957_33915548	17_33903398_33906837	AP2B1	AP2B1;PEX12
17	33912957	33915548	17	34057975	34060268	17_33912957_33915548	17_34057975_34060268	AP2B1	RASL10B
17	33912957	33915548	17	34086759	34096117	17_33912957_33915548	17_34086759_34096117	AP2B1	C17orf50;MMP28
17	33912957	33915548	17	34130246	34142670	17_33912957_33915548	17_34130246_34142670	AP2B1	AC015849.12;TAF15
17	34306967	34309451	17	34840868	34843954	17_34306967_34309451	17_34840868_34843954	CCL16	ZNHIT3
17	34840868	34843954	17	34306967	34309451	17_34840868_34843954	17_34306967_34309451	ZNHIT3	CCL16
17	35287723	35294900	17	46660464	46668809	17_35287723_35294900	17_46660464_46668809	LHX1;RP11-445F12.1	HOXB3;HOXB-AS3
17	35287723	35294900	17	46670497	46676324	17_35287723_35294900	17_46670497_46676324	LHX1;RP11-445F12.1	HOXB5;HOXB6;HOXB-AS3
17	35287723	35294900	17	46681704	46682818	17_35287723_35294900	17_46681704_46682818	LHX1;RP11-445F12.1	HOXB3;HOXB6
17	35287723	35294900	17	46692325	46693111	17_35287723_35294900	17_46692325_46693111	LHX1;RP11-445F12.1	HOXB8
17	35287723	35294900	17	46795626	46803741	17_35287723_35294900	17_46795626_46803741	LHX1;RP11-445F12.1	MIR3185;PRAC1;PRAC2
17	35287723	35294900	17	46803742	46807447	17_35287723_35294900	17_46803742_46807447	LHX1;RP11-445F12.1	HOXB13
17	35287723	35294900	17	77773717	77781746	17_35287723_35294900	17_77773717_77781746	LHX1;RP11-445F12.1	CBX8;RP11-353N14.1
17	35302066	35318402	17	46795626	46803741	17_35302066_35318402	17_46795626_46803741	AATF	MIR3185;PRAC1;PRAC2
17	35302066	35318402	17	46803742	46807447	17_35302066_35318402	17_46803742_46807447	AATF	HOXB13
17	36828462	36831630	17	36884506	36891063	17_36828462_36831630	17_36884506_36891063	C17orf96	CISD3;RNA5SP440
17	36828462	36831630	17	36897869	36908435	17_36828462_36831630	17_36897869_36908435	C17orf96	CTB-58E17.5;PCGF2
17	36884506	36891063	17	36828462	36831630	17_36884506_36891063	17_36828462_36831630	CISD3;RNA5SP440	C17orf96
17	36897869	36908435	17	36828462	36831630	17_36897869_36908435	17_36828462_36831630	CTB-58E17.5;PCGF2	C17orf96
17	37123046	37128070	17	37320807	37325507	17_37123046_37128070	17_37320807_37325507	FBXO47	ARL5C
17	37791764	37807896	17	38115317	38121065	17_37791764_37807896	17_38115317_38121065	STARD3	GSDMA
17	37885017	37887991	17	38135403	38141068	17_37885017_37887991	17_38135403_38141068	MIEN1	PSMD3
17	37887992	37896065	17	38135403	38141068	17_37887992_37896065	17_38135403_38141068	GRB7	PSMD3
17	38018444	38027003	17	37762491	37769637	17_38018444_38027003	17_37762491_37769637	IKZF3;ZPBP2	NEUROD2
17	38018444	38027003	17	37844313	37844893	17_38018444_38027003	17_37844313_37844893	IKZF3;ZPBP2	ERBB2;PGAP3
17	38018444	38027003	17	38115317	38121065	17_38018444_38027003	17_38115317_38121065	IKZF3;ZPBP2	GSDMA
17	38018444	38027003	17	38135403	38141068	17_38018444_38027003	17_38135403_38141068	IKZF3;ZPBP2	PSMD3
17	38209544	38212643	17	38332641	38335808	17_38209544_38212643	17_38332641_38335808	MED24	RAPGEFL1
17	38268855	38280299	17	38209544	38212643	17_38268855_38280299	17_38209544_38212643	MSL1	MED24
17	38268855	38280299	17	38442673	38451424	17_38268855_38280299	17_38442673_38451424	MSL1	CDC6
17	38517587	38524866	17	38719900	38726969	17_38517587_38524866	17_38719900_38726969	CTD-2267D19.4;GJD3	CCR7
17	38517587	38524866	17	38820615	38824032	17_38517587_38524866	17_38820615_38824032	CTD-2267D19.4;GJD3	AC073508.1;KRT222
17	38517587	38524866	17	38928200	38930589	17_38517587_38524866	17_38928200_38930589	CTD-2267D19.4;GJD3	KRT26
17	38517587	38524866	17	38954475	38958393	17_38517587_38524866	17_38954475_38958393	CTD-2267D19.4;GJD3	KRT28
17	38595978	38600727	17	38954475	38958393	17_38595978_38600727	17_38954475_38958393	IGFBP4;RP11-58O9.1	KRT28
17	38910393	38914119	17	39742294	39752389	17_38910393_38914119	17_39742294_39752389	KRT25	KRT14
17	39041416	39042392	17	39504083	39508494	17_39041416_39042392	17_39504083_39508494	KRT20	KRT33A
17	39041416	39042392	17	39649147	39660161	17_39041416_39042392	17_39649147_39660161	KRT20	AC019349.5;KRT13
17	39041416	39042392	17	39742294	39752389	17_39041416_39042392	17_39742294_39752389	KRT20	KRT14
17	39093452	39094987	17	39453281	39459883	17_39093452_39094987	17_39453281_39459883	KRT23	KRTAP29-1
17	39093452	39094987	17	39459884	39470112	17_39093452_39094987	17_39459884_39470112	KRT23	KRTAP16-1
17	39093452	39094987	17	39470890	39475429	17_39093452_39094987	17_39470890_39475429	KRT23	KRTAP17-1
17	39093452	39094987	17	39504083	39508494	17_39093452_39094987	17_39504083_39508494	KRT23	KRT33A
17	39093452	39094987	17	39574057	39585290	17_39093452_39094987	17_39574057_39585290	KRT23	KRT37
17	39093452	39094987	17	39664327	39688134	17_39093452_39094987	17_39664327_39688134	KRT23	KRT15;KRT19
17	39093452	39094987	17	39742294	39752389	17_39093452_39094987	17_39742294_39752389	KRT23	KRT14
17	39120920	39125963	17	39294209	39297220	17_39120920_39125963	17_39294209_39297220	KRT39	KRTAP4-6
17	39120920	39125963	17	39453281	39459883	17_39120920_39125963	17_39453281_39459883	KRT39	KRTAP29-1
17	39120920	39125963	17	39470890	39475429	17_39120920_39125963	17_39470890_39475429	KRT39	KRTAP17-1
17	39120920	39125963	17	39504083	39508494	17_39120920_39125963	17_39504083_39508494	KRT39	KRT33A
17	39120920	39125963	17	39574057	39585290	17_39120920_39125963	17_39574057_39585290	KRT39	KRT37
17	39120920	39125963	17	39589780	39597458	17_39120920_39125963	17_39589780_39597458	KRT39	KRT38
17	39120920	39125963	17	39664327	39688134	17_39120920_39125963	17_39664327_39688134	KRT39	KRT15;KRT19
17	39120920	39125963	17	39742294	39752389	17_39120920_39125963	17_39742294_39752389	KRT39	KRT14
17	39143234	39150000	17	39453281	39459883	17_39143234_39150000	17_39453281_39459883	KRT40	KRTAP29-1
17	39143234	39150000	17	39470890	39475429	17_39143234_39150000	17_39470890_39475429	KRT40	KRTAP17-1
17	39150001	39150636	17	39453281	39459883	17_39150001_39150636	17_39453281_39459883	KRTAP3-3	KRTAP29-1
17	39150001	39150636	17	39504083	39508494	17_39150001_39150636	17_39504083_39508494	KRTAP3-3	KRT33A
17	39164568	39165742	17	39453281	39459883	17_39164568_39165742	17_39453281_39459883	KRTAP3-1	KRTAP29-1
17	39164568	39165742	17	39459884	39470112	17_39164568_39165742	17_39459884_39470112	KRTAP3-1	KRTAP16-1
17	39164568	39165742	17	39470890	39475429	17_39164568_39165742	17_39470890_39475429	KRTAP3-1	KRTAP17-1
17	39164568	39165742	17	39504083	39508494	17_39164568_39165742	17_39504083_39508494	KRTAP3-1	KRT33A
17	39164568	39165742	17	39574057	39585290	17_39164568_39165742	17_39574057_39585290	KRTAP3-1	KRT37
17	39175313	39185097	17	39504083	39508494	17_39175313_39185097	17_39504083_39508494	KRTAP1-5;KRTAP3-1	KRT33A
17	39221136	39227998	17	39453281	39459883	17_39221136_39227998	17_39453281_39459883	KRTAP2-4	KRTAP29-1
17	39221136	39227998	17	39470890	39475429	17_39221136_39227998	17_39470890_39475429	KRTAP2-4	KRTAP17-1
17	39221136	39227998	17	39574057	39585290	17_39221136_39227998	17_39574057_39585290	KRTAP2-4	KRT37
17	39276123	39281298	17	39453281	39459883	17_39276123_39281298	17_39453281_39459883	KRTAP4-12	KRTAP29-1
17	39276123	39281298	17	39470890	39475429	17_39276123_39281298	17_39470890_39475429	KRTAP4-12	KRTAP17-1
17	39429757	39435582	17	39041416	39042392	17_39429757_39435582	17_39041416_39042392	KRTAP9-7	KRT20
17	39429757	39435582	17	39164568	39165742	17_39429757_39435582	17_39164568_39165742	KRTAP9-7	KRTAP3-1
17	39453281	39459883	17	39041416	39042392	17_39453281_39459883	17_39041416_39042392	KRTAP29-1	KRT20
17	39453281	39459883	17	39093452	39094987	17_39453281_39459883	17_39093452_39094987	KRTAP29-1	KRT23
17	39453281	39459883	17	39143234	39150000	17_39453281_39459883	17_39143234_39150000	KRTAP29-1	KRT40
17	39453281	39459883	17	39150001	39150636	17_39453281_39459883	17_39150001_39150636	KRTAP29-1	KRTAP3-3
17	39453281	39459883	17	39164568	39165742	17_39453281_39459883	17_39164568_39165742	KRTAP29-1	KRTAP3-1
17	39453281	39459883	17	39221136	39227998	17_39453281_39459883	17_39221136_39227998	KRTAP29-1	KRTAP2-4
17	39453281	39459883	17	39276123	39281298	17_39453281_39459883	17_39276123_39281298	KRTAP29-1	KRTAP4-12
17	39453281	39459883	17	39294209	39297220	17_39453281_39459883	17_39294209_39297220	KRTAP29-1	KRTAP4-6
17	39459884	39470112	17	39041416	39042392	17_39459884_39470112	17_39041416_39042392	KRTAP16-1	KRT20
17	39459884	39470112	17	39093452	39094987	17_39459884_39470112	17_39093452_39094987	KRTAP16-1	KRT23
17	39459884	39470112	17	39143234	39150000	17_39459884_39470112	17_39143234_39150000	KRTAP16-1	KRT40
17	39459884	39470112	17	39150001	39150636	17_39459884_39470112	17_39150001_39150636	KRTAP16-1	KRTAP3-3
17	39459884	39470112	17	39164568	39165742	17_39459884_39470112	17_39164568_39165742	KRTAP16-1	KRTAP3-1
17	39459884	39470112	17	39276123	39281298	17_39459884_39470112	17_39276123_39281298	KRTAP16-1	KRTAP4-12
17	39459884	39470112	17	39294209	39297220	17_39459884_39470112	17_39294209_39297220	KRTAP16-1	KRTAP4-6
17	39470890	39475429	17	38954475	38958393	17_39470890_39475429	17_38954475_38958393	KRTAP17-1	KRT28
17	39470890	39475429	17	39041416	39042392	17_39470890_39475429	17_39041416_39042392	KRTAP17-1	KRT20
17	39470890	39475429	17	39093452	39094987	17_39470890_39475429	17_39093452_39094987	KRTAP17-1	KRT23
17	39470890	39475429	17	39120920	39125963	17_39470890_39475429	17_39120920_39125963	KRTAP17-1	KRT39
17	39470890	39475429	17	39143234	39150000	17_39470890_39475429	17_39143234_39150000	KRTAP17-1	KRT40
17	39470890	39475429	17	39150001	39150636	17_39470890_39475429	17_39150001_39150636	KRTAP17-1	KRTAP3-3
17	39470890	39475429	17	39164568	39165742	17_39470890_39475429	17_39164568_39165742	KRTAP17-1	KRTAP3-1
17	39470890	39475429	17	39187604	39199947	17_39470890_39475429	17_39187604_39199947	KRTAP17-1	KRTAP1-1;KRTAP1-3
17	39470890	39475429	17	39215865	39221135	17_39470890_39475429	17_39215865_39221135	KRTAP17-1	KRTAP2-3
17	39470890	39475429	17	39221136	39227998	17_39470890_39475429	17_39221136_39227998	KRTAP17-1	KRTAP2-4
17	39470890	39475429	17	39276123	39281298	17_39470890_39475429	17_39276123_39281298	KRTAP17-1	KRTAP4-12
17	39470890	39475429	17	39294209	39297220	17_39470890_39475429	17_39294209_39297220	KRTAP17-1	KRTAP4-6
17	39470890	39475429	17	39302479	39308155	17_39470890_39475429	17_39302479_39308155	KRTAP17-1	KRTAP4-5
17	39504083	39508494	17	38954475	38958393	17_39504083_39508494	17_38954475_38958393	KRT33A	KRT28
17	39504083	39508494	17	39041416	39042392	17_39504083_39508494	17_39041416_39042392	KRT33A	KRT20
17	39504083	39508494	17	39093452	39094987	17_39504083_39508494	17_39093452_39094987	KRT33A	KRT23
17	39504083	39508494	17	39143234	39150000	17_39504083_39508494	17_39143234_39150000	KRT33A	KRT40
17	39504083	39508494	17	39150001	39150636	17_39504083_39508494	17_39150001_39150636	KRT33A	KRTAP3-3
17	39504083	39508494	17	39164568	39165742	17_39504083_39508494	17_39164568_39165742	KRT33A	KRTAP3-1
17	39637234	39647725	17	39041416	39042392	17_39637234_39647725	17_39041416_39042392	KRT35;KRT36	KRT20
17	39637234	39647725	17	39093452	39094987	17_39637234_39647725	17_39093452_39094987	KRT35;KRT36	KRT23
17	39637234	39647725	17	39164568	39165742	17_39637234_39647725	17_39164568_39165742	KRT35;KRT36	KRTAP3-1
17	39647726	39649146	17	39041416	39042392	17_39647726_39649146	17_39041416_39042392	KRT36	KRT20
17	39647726	39649146	17	39093452	39094987	17_39647726_39649146	17_39093452_39094987	KRT36	KRT23
17	39647726	39649146	17	39164568	39165742	17_39647726_39649146	17_39164568_39165742	KRT36	KRTAP3-1
17	39649147	39660161	17	38928200	38930589	17_39649147_39660161	17_38928200_38930589	AC019349.5;KRT13	KRT26
17	39649147	39660161	17	38954475	38958393	17_39649147_39660161	17_38954475_38958393	AC019349.5;KRT13	KRT28
17	39649147	39660161	17	39041416	39042392	17_39649147_39660161	17_39041416_39042392	AC019349.5;KRT13	KRT20
17	39649147	39660161	17	39093452	39094987	17_39649147_39660161	17_39093452_39094987	AC019349.5;KRT13	KRT23
17	39649147	39660161	17	39143234	39150000	17_39649147_39660161	17_39143234_39150000	AC019349.5;KRT13	KRT40
17	39649147	39660161	17	39150001	39150636	17_39649147_39660161	17_39150001_39150636	AC019349.5;KRT13	KRTAP3-3
17	39649147	39660161	17	39164568	39165742	17_39649147_39660161	17_39164568_39165742	AC019349.5;KRT13	KRTAP3-1
17	39649147	39660161	17	39199948	39211925	17_39649147_39660161	17_39199948_39211925	AC019349.5;KRT13	KRTAP2-1;KRTAP2-2
17	39664327	39688134	17	39041416	39042392	17_39664327_39688134	17_39041416_39042392	KRT15;KRT19	KRT20
17	39664327	39688134	17	39093452	39094987	17_39664327_39688134	17_39093452_39094987	KRT15;KRT19	KRT23
17	39722106	39742293	17	38954475	38958393	17_39722106_39742293	17_38954475_38958393	KRT14;KRT9	KRT28
17	39722106	39742293	17	39041416	39042392	17_39722106_39742293	17_39041416_39042392	KRT14;KRT9	KRT20
17	39722106	39742293	17	39093452	39094987	17_39722106_39742293	17_39093452_39094987	KRT14;KRT9	KRT23
17	39742294	39752389	17	38928200	38930589	17_39742294_39752389	17_38928200_38930589	KRT14	KRT26
17	39742294	39752389	17	39041416	39042392	17_39742294_39752389	17_39041416_39042392	KRT14	KRT20
17	39742294	39752389	17	39093452	39094987	17_39742294_39752389	17_39093452_39094987	KRT14	KRT23
17	39844917	39847096	17	38442673	38451424	17_39844917_39847096	17_38442673_38451424	EIF1	CDC6
17	39844917	39847096	17	38954475	38958393	17_39844917_39847096	17_38954475_38958393	EIF1	KRT28
17	40117012	40119906	17	40256293	40265143	17_40117012_40119906	17_40256293_40265143	CNP	DHX58
17	40117012	40119906	17	40305744	40313331	17_40117012_40119906	17_40305744_40313331	CNP	CTD-2132N18.3;RAB5C;RP11-358B23.1
17	40256293	40265143	17	40117012	40119906	17_40256293_40265143	17_40117012_40119906	DHX58	CNP
17	40256293	40265143	17	40168222	40177428	17_40256293_40265143	17_40168222_40177428	DHX58	DNAJC7;NKIRAS2
17	40273015	40277906	17	40117012	40119906	17_40273015_40277906	17_40117012_40119906	CTD-2132N18.3;HSPB9;KAT2A	CNP
17	40273015	40277906	17	40168222	40177428	17_40273015_40277906	17_40168222_40177428	CTD-2132N18.3;HSPB9;KAT2A	DNAJC7;NKIRAS2
17	40273015	40277906	17	40203266	40226257	17_40273015_40277906	17_40203266_40226257	CTD-2132N18.3;HSPB9;KAT2A	ZNF385C
17	40305744	40313331	17	40117012	40119906	17_40305744_40313331	17_40117012_40119906	CTD-2132N18.3;RAB5C;RP11-358B23.1	CNP
17	40331443	40339455	17	40117012	40119906	17_40331443_40339455	17_40117012_40119906	HCRT;KCNH4	CNP
17	40345765	40346750	17	40117012	40119906	17_40345765_40346750	17_40117012_40119906	GHDC	CNP
17	40708905	40723805	17	40949597	40954700	17_40708905_40723805	17_40949597_40954700	COASY;MLX	CNTD1;COA3
17	40827377	40835756	17	40723806	40730693	17_40827377_40835756	17_40723806_40730693	CCR10;CNTNAP1;CTD-3193K9.4;PLEKHH3	PSMC3IP
17	41133940	41150497	17	41363868	41364049	17_41133940_41150497	17_41363868_41364049	RPL27;Y_RNA	TMEM106A
17	41150498	41162185	17	41363868	41364049	17_41150498_41162185	17_41363868_41364049	IFI35;RPL27	TMEM106A
17	41171148	41182491	17	41363868	41364049	17_41171148_41182491	17_41363868_41364049	CTD-3199J23.4;RND2;VAT1	TMEM106A
17	42259675	42271519	17	42400936	42405862	17_42259675_42271519	17_42400936_42405862	ASB16-AS1;TMUB2	SLC25A39
17	42271520	42279270	17	42199429	42207207	17_42271520_42279270	17_42199429_42207207	ATXN7L3;CTB-175E5.7	HDAC5
17	42271520	42279270	17	42390257	42397409	17_42271520_42279270	17_42390257_42397409	ATXN7L3;CTB-175E5.7	AC003102.3;RUNDC3A
17	42271520	42279270	17	42400936	42405862	17_42271520_42279270	17_42400936_42405862	ATXN7L3;CTB-175E5.7	SLC25A39
17	42271520	42279270	17	42435730	42444093	17_42271520_42279270	17_42435730_42444093	ATXN7L3;CTB-175E5.7	FAM171A2;RPL7L1P5
17	42284215	42299188	17	42380428	42388726	17_42284215_42299188	17_42380428_42388726	RP5-882C2.2;UBTF	AC003102.3;RNU6-453P;RUNDC3A;U3
17	42284215	42299188	17	42390257	42397409	17_42284215_42299188	17_42390257_42397409	RP5-882C2.2;UBTF	AC003102.3;RUNDC3A
17	42284215	42299188	17	42400936	42405862	17_42284215_42299188	17_42400936_42405862	RP5-882C2.2;UBTF	SLC25A39
17	42284215	42299188	17	42435730	42444093	17_42284215_42299188	17_42435730_42444093	RP5-882C2.2;UBTF	FAM171A2;RPL7L1P5
17	42380428	42388726	17	42199429	42207207	17_42380428_42388726	17_42199429_42207207	AC003102.3;RNU6-453P;RUNDC3A;U3	HDAC5
17	42380428	42388726	17	42235680	42259674	17_42380428_42388726	17_42235680_42259674	AC003102.3;RNU6-453P;RUNDC3A;U3	ASB16
17	42380428	42388726	17	42284215	42299188	17_42380428_42388726	17_42284215_42299188	AC003102.3;RNU6-453P;RUNDC3A;U3	RP5-882C2.2;UBTF
17	42380428	42388726	17	42336494	42349488	17_42380428_42388726	17_42336494_42349488	AC003102.3;RNU6-453P;RUNDC3A;U3	SLC4A1
17	42390257	42397409	17	42199429	42207207	17_42390257_42397409	17_42199429_42207207	AC003102.3;RUNDC3A	HDAC5
17	42390257	42397409	17	42235680	42259674	17_42390257_42397409	17_42235680_42259674	AC003102.3;RUNDC3A	ASB16
17	42390257	42397409	17	42284215	42299188	17_42390257_42397409	17_42284215_42299188	AC003102.3;RUNDC3A	RP5-882C2.2;UBTF
17	42400936	42405862	17	42199429	42207207	17_42400936_42405862	17_42199429_42207207	SLC25A39	HDAC5
17	42400936	42405862	17	42235680	42259674	17_42400936_42405862	17_42235680_42259674	SLC25A39	ASB16
17	42400936	42405862	17	42259675	42271519	17_42400936_42405862	17_42259675_42271519	SLC25A39	ASB16-AS1;TMUB2
17	42400936	42405862	17	42271520	42279270	17_42400936_42405862	17_42271520_42279270	SLC25A39	ATXN7L3;CTB-175E5.7
17	42400936	42405862	17	42284215	42299188	17_42400936_42405862	17_42284215_42299188	SLC25A39	RP5-882C2.2;UBTF
17	43333301	43342451	17	43296482	43306626	17_43333301_43342451	17_43296482_43306626	MAP3K14-AS1;SPATA32	CTD-2020K17.1;FMNL1
17	43490729	43516627	17	43296482	43306626	17_43490729_43516627	17_43296482_43306626	AC091132.2;ARHGAP27	CTD-2020K17.1;FMNL1
17	45804691	45812017	17	45722559	45728999	17_45804691_45812017	17_45722559_45728999	TBX21	KPNB1;RP11-580I16.2
17	45906204	45915206	17	45722559	45728999	17_45906204_45915206	17_45722559_45728999	LRRC46;MRPL10	KPNB1;RP11-580I16.2
17	45906204	45915206	17	45884363	45904463	17_45906204_45915206	17_45884363_45904463	LRRC46;MRPL10	OSBPL7
17	45906204	45915206	17	45968624	45975652	17_45906204_45915206	17_45968624_45975652	LRRC46;MRPL10	RP11-6N17.4;SP2
17	45906204	45915206	17	46031760	46039774	17_45906204_45915206	17_46031760_46039774	LRRC46;MRPL10	PRR15L
17	45906204	45915206	17	46176874	46185424	17_45906204_45915206	17_46176874_46185424	LRRC46;MRPL10	CBX1;SNX11
17	45906204	45915206	17	46701021	46706541	17_45906204_45915206	17_46701021_46706541	LRRC46;MRPL10	HOXB9;HOXB-AS4
17	45933168	45933739	17	46701021	46706541	17_45933168_45933739	17_46701021_46706541	SP6	HOXB9;HOXB-AS4
17	46017787	46020845	17	46701021	46706541	17_46017787_46020845	17_46701021_46706541	AC003665.1;PNPO	HOXB9;HOXB-AS4
17	46047820	46049485	17	45968624	45975652	17_46047820_46049485	17_45968624_45975652	CDK5RAP3	RP11-6N17.4;SP2
17	46047820	46049485	17	46176874	46185424	17_46047820_46049485	17_46176874_46185424	CDK5RAP3	CBX1;SNX11
17	46047820	46049485	17	46653916	46660463	17_46047820_46049485	17_46653916_46660463	CDK5RAP3	HOXB3;HOXB4;MIR10A
17	46047820	46049485	17	46660464	46668809	17_46047820_46049485	17_46660464_46668809	CDK5RAP3	HOXB3;HOXB-AS3
17	46047820	46049485	17	46681704	46682818	17_46047820_46049485	17_46681704_46682818	CDK5RAP3	HOXB3;HOXB6
17	46047820	46049485	17	46692325	46693111	17_46047820_46049485	17_46692325_46693111	CDK5RAP3	HOXB8
17	46047820	46049485	17	46701021	46706541	17_46047820_46049485	17_46701021_46706541	CDK5RAP3	HOXB9;HOXB-AS4
17	46109003	46119432	17	46681704	46682818	17_46109003_46119432	17_46681704_46682818	COPZ2;MIR152	HOXB3;HOXB6
